strategy_name,mean_slo_violation_rate,sum_total_cost
StratHistoricalSingle1,0.03817651321224104,139.26000000000002
StratHistoricalSingle14,0.032241784418533724,138.58333333333334
StratHistoricalSingle7,0.032241784418533724,142.61833333333334
training_period,0.0662256558217228,34.29333333333334
