,query_id,query_text_id,run_id,cluster_name,rpu,num_other_concurrent_queries,y,y_pred_mean,abs_error,q_error,factor_error,underprediction_error_s,target_is_lower_bound,model_source,individual_loss
1701,query_80,ext_tpcds1000#024#003,1778861305520,autoslo-4-1778861305520-0,4,269,3697.305908203125,4905.39404296875,,,1.326748251914978,0.0,True,lstm,0.0
10502,query_4,ext_tpcds1000#078#002,1781489438980,autoslo-4-1781489438980-0,4,296,3683.7626953125,1690.4107666015625,,,0.45888155698776245,1993.3519287109375,True,lstm,0.7789630889892578
6499,query_6,ext_tpcds1000#075#003,1781489438980,autoslo-4-1781489438980-0,4,296,3681.514892578125,1154.6083984375,,,0.31362318992614746,2526.906494140625,True,lstm,1.1595630645751953
10372,query_10,ext_tpcds1000#044#003,1781489438980,autoslo-4-1781489438980-0,4,296,3679.21240234375,470.8785095214844,,,0.12798351049423218,3208.333984375,True,lstm,2.055853843688965
7652,query_255,ext_tpcds1000#023#001,1781484238915,autoslo-4-1781484238915-0,4,277,3661.546142578125,5199.001953125,,,1.4198925495147705,0.0,True,lstm,0.0
8644,query_28,ext_tpcds1000#009#003,1781478035304,autoslo-4-1781478035304-0,4,296,3652.314697265625,3724.250732421875,,,1.0196959972381592,0.0,True,lstm,0.0
2606,query_132,ext_tpcds1000#087#002,1778846572149,autoslo-4-1778846572149-0,4,138,3651.69482421875,3700.050048828125,,,1.0132418870925903,0.0,True,lstm,0.0
2346,query_161,ext_tpcds1000#009#002,1781478035304,autoslo-4-1781478035304-0,4,266,3650.68505859375,6843.05712890625,,,1.8744583129882812,0.0,True,lstm,0.0
8682,query_134,ext_tpcds1000#065#002,1778868881242,autoslo-4-1778868881242-0,4,218,3646.770263671875,5077.8212890625,,,1.392416000366211,0.0,True,lstm,0.0
6471,query_80,ext_tpcds1000#016#001,1778846572149,autoslo-4-1778846572149-0,4,158,3638.8251953125,3173.954833984375,,,0.8722471594810486,464.870361328125,True,lstm,0.13668251037597656
9544,query_241,ext_tpcds1000#087#003,1781478035304,autoslo-4-1781478035304-0,4,258,3637.5380859375,3525.737060546875,,,0.9692646265029907,111.801025390625,True,lstm,0.031217575073242188
9802,query_77,ext_tpcds1000#097#001,1778846572149,autoslo-4-1778846572149-0,4,159,3635.973876953125,2847.610595703125,,,0.783176839351654,788.36328125,True,lstm,0.24439668655395508
422,query_243,ext_tpcds1000#038#002,1781478035304,autoslo-4-1781478035304-0,4,258,3631.4306640625,4177.2685546875,,,1.1503093242645264,0.0,True,lstm,0.0
8271,query_161,ext_tpcds1000#028#002,1778846572149,autoslo-4-1778846572149-0,4,137,3628.595458984375,6001.03369140625,,,1.6538171768188477,0.0,True,lstm,0.0
6726,query_23,ext_tpcds1000#069#003,1781489438980,autoslo-4-1781489438980-0,4,296,3628.194091796875,1286.193603515625,,,0.3544996678829193,2342.00048828125,True,lstm,1.0370478630065918
8932,query_273,ext_tpcds1000#025#003,1781478035304,autoslo-4-1781478035304-0,4,255,3628.031494140625,3963.8544921875,,,1.0925633907318115,0.0,True,lstm,0.0
9324,query_151,ext_tpcds1000#023#002,1778868881242,autoslo-4-1778868881242-0,4,205,3627.7373046875,7763.53759765625,,,2.140049457550049,0.0,True,lstm,0.0
2664,query_183,ext_tpcds1000#046#003,1781478035304,autoslo-4-1781478035304-0,4,264,3627.57470703125,3622.510009765625,,,0.9986038208007812,5.064697265625,True,lstm,0.0013971328735351562
9033,query_201,ext_tpcds1000#008#003,1778861305520,autoslo-4-1778861305520-0,4,250,3627.152587890625,4054.1953125,,,1.1177350282669067,0.0,True,lstm,0.0
2086,query_271,ext_tpcds1000#028#001,1781484238915,autoslo-4-1781484238915-0,4,275,3624.300048828125,7547.85009765625,,,2.0825676918029785,0.0,True,lstm,0.0
7337,query_4,ext_tpcds1000#078#002,1778868881242,autoslo-4-1778868881242-0,4,164,3624.15478515625,2581.23876953125,,,0.7122319340705872,1042.916015625,True,lstm,0.3393516540527344
678,query_230,ext_tpcds1000#094#001,1778861305520,autoslo-4-1778861305520-0,4,245,3623.805908203125,5849.72802734375,,,1.6142498254776,0.0,True,lstm,0.0
8904,query_215,ext_tpcds1000#089#002,1778861305520,autoslo-4-1778861305520-0,4,250,3623.80224609375,7081.71630859375,,,1.954222559928894,0.0,True,lstm,0.0
3940,query_27,ext_tpcds1000#047#002,1781489438980,autoslo-4-1781489438980-0,4,296,3621.736328125,2163.656494140625,,,0.5974085927009583,1458.079833984375,True,lstm,0.5151538848876953
9643,query_140,ext_tpcds1000#072#001,1778868881242,autoslo-4-1778868881242-0,4,209,3616.976318359375,4464.98974609375,,,1.2344536781311035,0.0,True,lstm,0.0
8296,query_80,ext_tpcds1000#024#003,1781484238915,autoslo-4-1781484238915-0,4,290,3616.803955078125,5339.68017578125,,,1.4763531684875488,0.0,True,lstm,0.0
6401,query_34,ext_tpcds1000#065#001,1781489438980,autoslo-4-1781489438980-0,4,296,3616.67626953125,1232.1273193359375,,,0.34067946672439575,2384.548828125,True,lstm,1.0768132209777832
3655,query_173,ext_tpcds1000#067#002,1781478035304,autoslo-4-1781478035304-0,4,264,3616.07958984375,7258.37109375,,,2.007248640060425,0.0,True,lstm,0.0
2183,query_68,ext_tpcds1000#095#001,1781489438980,autoslo-4-1781489438980-0,4,291,3615.22802734375,3982.671630859375,,,1.1016377210617065,0.0,True,lstm,0.0
2320,query_227,ext_tpcds1000#072#001,1781522879274,autoslo-4-1781522879274-0,4,216,3612.560302734375,4821.57958984375,,,1.3346710205078125,0.0,True,lstm,0.0
4112,query_65,ext_tpcds1000#009#002,1778846572149,autoslo-4-1778846572149-0,4,169,3611.712890625,5068.08740234375,,,1.4032365083694458,0.0,True,lstm,0.0
4175,query_85,ext_tpcds1000#095#001,1778846572149,autoslo-4-1778846572149-0,4,157,3609.757080078125,3468.613525390625,,,0.9608994126319885,141.1435546875,True,lstm,0.039885520935058594
1287,query_85,ext_tpcds1000#028#002,1778861305520,autoslo-4-1778861305520-0,4,269,3609.71240234375,4124.80810546875,,,1.1426972150802612,0.0,True,lstm,0.0
6921,query_64,ext_tpcds1000#028#003,1778861305520,autoslo-4-1778861305520-0,4,277,3609.075439453125,3743.864990234375,,,1.037347435951233,0.0,True,lstm,0.0
9958,query_189,ext_tpcds1000#076#002,1781478035304,autoslo-4-1781478035304-0,4,264,3608.765869140625,4765.02490234375,,,1.3204028606414795,0.0,True,lstm,0.0
