,query_id,query_text_id,run_id,cluster_name,rpu,num_other_concurrent_queries,y,y_pred_mean,abs_error,q_error,factor_error,underprediction_error_s,target_is_lower_bound,model_source,individual_loss
1697,query_80,ext_tpcds1000#024#003,1778861305520,autoslo-4-1778861305520-0,4,269,3697.305908203125,3399.501,,,0.91945356,297.804931640625,True,lstm,0.08397579
10497,query_4,ext_tpcds1000#078#002,1781489438980,autoslo-4-1781489438980-0,4,296,3683.7626953125,2975.933,,,0.8078515,707.82958984375,True,lstm,0.213377
6497,query_6,ext_tpcds1000#075#003,1781489438980,autoslo-4-1781489438980-0,4,296,3681.514892578125,2335.9214,,,0.6345,1345.593505859375,True,lstm,0.4549179
10368,query_10,ext_tpcds1000#044#003,1781489438980,autoslo-4-1781489438980-0,4,296,3679.21240234375,1148.55,,,0.3121728,2530.662353515625,True,lstm,1.1641984
7649,query_255,ext_tpcds1000#023#001,1781484238915,autoslo-4-1781484238915-0,4,277,3661.546142578125,6595.776,,,1.8013636,0.0,True,lstm,0.0
8640,query_28,ext_tpcds1000#009#003,1781478035304,autoslo-4-1781478035304-0,4,296,3652.314697265625,3497.8958,,,0.9577203,154.4189453125,True,lstm,0.04319954
2602,query_132,ext_tpcds1000#087#002,1778846572149,autoslo-4-1778846572149-0,4,138,3651.69482421875,4135.715,,,1.1325467,0.0,True,lstm,0.0
2343,query_161,ext_tpcds1000#009#002,1781478035304,autoslo-4-1781478035304-0,4,266,3650.68505859375,6419.2495,,,1.7583685,0.0,True,lstm,0.0
8676,query_134,ext_tpcds1000#065#002,1778868881242,autoslo-4-1778868881242-0,4,218,3646.770263671875,3308.8525,,,0.9073378,337.917724609375,True,lstm,0.09724045
6470,query_80,ext_tpcds1000#016#001,1778846572149,autoslo-4-1778846572149-0,4,158,3638.8251953125,2833.535,,,0.778695,805.290283203125,True,lstm,0.2501359
9540,query_241,ext_tpcds1000#087#003,1781478035304,autoslo-4-1781478035304-0,4,258,3637.5380859375,4380.2246,,,1.2041728,0.0,True,lstm,0.0
9797,query_77,ext_tpcds1000#097#001,1778846572149,autoslo-4-1778846572149-0,4,159,3635.973876953125,3320.0928,,,0.91312337,315.881103515625,True,lstm,0.09088421
421,query_243,ext_tpcds1000#038#002,1781478035304,autoslo-4-1781478035304-0,4,258,3631.4306640625,4222.6167,,,1.162797,0.0,True,lstm,0.0
8266,query_161,ext_tpcds1000#028#002,1778846572149,autoslo-4-1778846572149-0,4,137,3628.595458984375,5945.317,,,1.6384623,0.0,True,lstm,0.0
6720,query_23,ext_tpcds1000#069#003,1781489438980,autoslo-4-1781489438980-0,4,296,3628.194091796875,2601.908,,,0.71713585,1026.2861328125,True,lstm,0.33248997
8929,query_273,ext_tpcds1000#025#003,1781478035304,autoslo-4-1781478035304-0,4,255,3628.031494140625,3432.1055,,,0.9459966,195.926025390625,True,lstm,0.055516243
9317,query_151,ext_tpcds1000#023#002,1778868881242,autoslo-4-1778868881242-0,4,205,3627.7373046875,5594.464,,,1.5421358,0.0,True,lstm,0.0
2658,query_183,ext_tpcds1000#046#003,1781478035304,autoslo-4-1781478035304-0,4,264,3627.57470703125,3185.6267,,,0.87816983,441.947998046875,True,lstm,0.12991524
9025,query_201,ext_tpcds1000#008#003,1778861305520,autoslo-4-1778861305520-0,4,250,3627.152587890625,3071.7498,,,0.8468764,555.40283203125,True,lstm,0.16620064
2081,query_271,ext_tpcds1000#028#001,1781484238915,autoslo-4-1781484238915-0,4,275,3624.300048828125,5825.8164,,,1.6074321,0.0,True,lstm,0.0
7333,query_4,ext_tpcds1000#078#002,1778868881242,autoslo-4-1778868881242-0,4,164,3624.15478515625,3830.5361,,,1.056946,0.0,True,lstm,0.0
673,query_230,ext_tpcds1000#094#001,1778861305520,autoslo-4-1778861305520-0,4,245,3623.805908203125,4465.254,,,1.2322,0.0,True,lstm,0.0
8898,query_215,ext_tpcds1000#089#002,1778861305520,autoslo-4-1778861305520-0,4,250,3623.80224609375,4504.264,,,1.2429663,0.0,True,lstm,0.0
3936,query_27,ext_tpcds1000#047#002,1781489438980,autoslo-4-1781489438980-0,4,296,3621.736328125,2443.9763,,,0.6748079,1177.760009765625,True,lstm,0.39332724
9638,query_140,ext_tpcds1000#072#001,1778868881242,autoslo-4-1778868881242-0,4,209,3616.976318359375,4245.172,,,1.1736797,0.0,True,lstm,0.0
8289,query_80,ext_tpcds1000#024#003,1781484238915,autoslo-4-1781484238915-0,4,290,3616.803955078125,4036.295,,,1.1159838,0.0,True,lstm,0.0
6400,query_34,ext_tpcds1000#065#001,1781489438980,autoslo-4-1781489438980-0,4,296,3616.67626953125,1842.0315,,,0.5093161,1774.644775390625,True,lstm,0.67468643
3651,query_173,ext_tpcds1000#067#002,1781478035304,autoslo-4-1781478035304-0,4,264,3616.07958984375,4622.0645,,,1.2781976,0.0,True,lstm,0.0
2176,query_68,ext_tpcds1000#095#001,1781489438980,autoslo-4-1781489438980-0,4,291,3615.22802734375,3463.9062,,,0.95814323,151.32177734375,True,lstm,0.042757988
2312,query_227,ext_tpcds1000#072#001,1781522879274,autoslo-4-1781522879274-0,4,216,3612.560302734375,5089.127,,,1.4087313,0.0,True,lstm,0.0
4107,query_65,ext_tpcds1000#009#002,1778846572149,autoslo-4-1778846572149-0,4,169,3611.712890625,4801.6924,,,1.3294779,0.0,True,lstm,0.0
4165,query_85,ext_tpcds1000#095#001,1778846572149,autoslo-4-1778846572149-0,4,157,3609.757080078125,2397.8188,,,0.66426045,1211.938232421875,True,lstm,0.40908098
1282,query_85,ext_tpcds1000#028#002,1778861305520,autoslo-4-1778861305520-0,4,269,3609.71240234375,3700.5266,,,1.0251583,0.0,True,lstm,0.0
6914,query_64,ext_tpcds1000#028#003,1778861305520,autoslo-4-1778861305520-0,4,277,3609.075439453125,3569.3323,,,0.988988,39.7431640625,True,lstm,0.0110731125
9953,query_189,ext_tpcds1000#076#002,1781478035304,autoslo-4-1781478035304-0,4,264,3608.765869140625,4008.6443,,,1.1108075,0.0,True,lstm,0.0
8709,query_119,ext_tpcds1000#079#001,1778868881242,autoslo-4-1778868881242-0,4,230,3608.572998046875,2904.4644,,,0.80487895,704.108642578125,True,lstm,0.21706343
3403,query_285,ext_tpcds1000#097#003,1781522879274,autoslo-4-1781522879274-0,4,175,3608.277099609375,3708.2314,,,1.0277014,0.0,True,lstm,0.0
1225,query_279,ext_tpcds1000#064#001,1781504195418,autoslo-4-1781504195418-0,4,169,3608.204833984375,5477.0825,,,1.5179522,0.0,True,lstm,0.0
4353,query_218,ext_tpcds1000#078#003,1781489438980,autoslo-4-1781489438980-0,4,289,3607.984619140625,5969.588,,,1.6545491,0.0,True,lstm,0.0
5994,query_133,ext_tpcds1000#030#002,1778846572149,autoslo-4-1778846572149-0,4,138,3607.33447265625,3687.6924,,,1.0222763,0.0,True,lstm,0.0
5579,query_144,ext_tpcds1000#063#001,1778846572149,autoslo-4-1778846572149-0,4,137,3607.000732421875,3642.0122,,,1.0097065,0.0,True,lstm,0.0
2784,query_196,ext_tpcds1000#061#002,1781489438980,autoslo-4-1781489438980-0,4,289,3606.9111328125,3995.896,,,1.1078444,0.0,True,lstm,0.0
9895,query_279,ext_tpcds1000#064#001,1781522879274,autoslo-4-1781522879274-0,4,190,3606.859619140625,5628.237,,,1.5604258,0.0,True,lstm,0.0
2023,query_288,ext_tpcds1000#005#002,1781478035304,autoslo-4-1781478035304-0,4,254,3606.839111328125,3518.7769,,,0.9755846,88.062255859375,True,lstm,0.024718285
10345,query_260,ext_tpcds1000#072#003,1781513174670,autoslo-4-1781513174670-0,4,140,3606.83544921875,4054.671,,,1.124163,0.0,True,lstm,0.0
4169,query_2,ext_tpcds1000#004#001,1778827732917,autoslo-4-1778827732917-0,4,130,3606.759765625,3363.3513,,,0.93251324,243.408447265625,True,lstm,0.0698719
7942,query_246,ext_tpcds1000#076#003,1781513174670,autoslo-4-1781513174670-0,4,151,3606.629150390625,3895.3323,,,1.080048,0.0,True,lstm,0.0
8844,query_269,ext_tpcds1000#093#001,1781494395969,autoslo-4-1781494395969-0,4,135,3606.587890625,3373.1487,,,0.93527424,233.439208984375,True,lstm,0.06691551
10272,query_186,ext_tpcds1000#043#001,1781489438980,autoslo-4-1781489438980-0,4,289,3606.587890625,4228.1777,,,1.1723485,0.0,True,lstm,0.0
481,query_4,ext_tpcds1000#078#002,1778861305520,autoslo-4-1778861305520-0,4,295,3606.295654296875,4126.693,,,1.1443024,0.0,True,lstm,0.0
2694,query_158,ext_tpcds1000#064#001,1781504195418,autoslo-4-1781504195418-0,4,228,3606.144287109375,3929.697,,,1.0897226,0.0,True,lstm,0.0
2433,query_267,ext_tpcds1000#043#003,1781489438980,autoslo-4-1781489438980-0,4,287,3605.9482421875,4427.6665,,,1.2278786,0.0,True,lstm,0.0
8164,query_210,ext_tpcds1000#088#002,1778868881242,autoslo-4-1778868881242-0,4,174,3605.927490234375,4134.583,,,1.1466074,0.0,True,lstm,0.0
7298,query_101,ext_tpcds1000#078#003,1781513174670,autoslo-4-1781513174670-0,4,243,3605.487548828125,4546.6406,,,1.2610335,0.0,True,lstm,0.0
4805,query_135,ext_tpcds1000#004#002,1778868881242,autoslo-4-1778868881242-0,4,217,3605.415283203125,2547.0957,,,0.7064639,1058.319580078125,True,lstm,0.34748316
2822,query_173,ext_tpcds1000#067#002,1778861305520,autoslo-4-1778861305520-0,4,250,3605.332763671875,3841.3757,,,1.0654705,0.0,True,lstm,0.0
5696,query_230,ext_tpcds1000#094#001,1781488939845,autoslo-8-1781488939845-0,8,280,3605.329345703125,3555.661,,,0.9862236,49.66845703125,True,lstm,0.013872147
740,query_232,ext_tpcds1000#094#003,1781483786331,autoslo-8-1781483786331-0,8,267,3605.006103515625,3806.3381,,,1.0558479,0.0,True,lstm,0.0
32,query_97,ext_tpcds1000#023#003,1778861305520,autoslo-4-1778861305520-0,4,266,3604.7998046875,4318.3237,,,1.1979371,0.0,True,lstm,0.0
5763,query_176,ext_tpcds1000#099#002,1781478035304,autoslo-4-1781478035304-0,4,264,3604.720703125,3587.224,,,0.9951462,17.49658203125,True,lstm,0.0048656464
4678,query_178,ext_tpcds1000#025#003,1781504195418,autoslo-4-1781504195418-0,4,228,3604.71044921875,3774.6213,,,1.0471358,0.0,True,lstm,0.0
6217,query_267,ext_tpcds1000#005#002,1781494395969,autoslo-4-1781494395969-0,4,135,3604.69677734375,3270.0693,,,0.90716904,334.62744140625,True,lstm,0.097426414
10407,query_235,ext_tpcds1000#028#003,1781513174670,autoslo-4-1781513174670-0,4,155,3604.497314453125,3903.3647,,,1.0829152,0.0,True,lstm,0.0
961,query_97,ext_tpcds1000#023#003,1781478035304,autoslo-4-1781478035304-0,4,278,3604.45947265625,5730.444,,,1.5898206,0.0,True,lstm,0.0
352,query_135,ext_tpcds1000#004#002,1781484238915,autoslo-4-1781484238915-0,4,289,3604.397705078125,4253.4023,,,1.1800591,0.0,True,lstm,0.0
3520,query_188,ext_tpcds1000#024#002,1781489438980,autoslo-4-1781489438980-0,4,289,3604.3701171875,4732.3687,,,1.312953,0.0,True,lstm,0.0
3269,query_255,ext_tpcds1000#023#001,1781478035304,autoslo-4-1781478035304-0,4,257,3604.18115234375,6237.684,,,1.73068,0.0,True,lstm,0.0
423,query_129,ext_tpcds1000#078#002,1781494395969,autoslo-4-1781494395969-0,4,230,3603.998779296875,4128.519,,,1.1455384,0.0,True,lstm,0.0
7812,query_147,ext_tpcds1000#009#003,1781504195418,autoslo-4-1781504195418-0,4,230,3603.919921875,5182.5815,,,1.4380401,0.0,True,lstm,0.0
5096,query_182,ext_tpcds1000#095#003,1781504195418,autoslo-4-1781504195418-0,4,228,3603.899169921875,3623.5605,,,1.0054556,0.0,True,lstm,0.0
4675,query_231,ext_tpcds1000#097#001,1781488939845,autoslo-8-1781488939845-0,8,280,3603.6484375,3074.6833,,,0.853214,528.965087890625,True,lstm,0.15874481
5985,query_220,ext_tpcds1000#099#003,1778861305520,autoslo-4-1778861305520-0,4,248,3603.50732421875,3742.5764,,,1.0385927,0.0,True,lstm,0.0
68,query_147,ext_tpcds1000#009#003,1781494395969,autoslo-4-1781494395969-0,4,226,3603.50732421875,5106.9604,,,1.4172194,0.0,True,lstm,0.0
9440,query_218,ext_tpcds1000#078#003,1781483786331,autoslo-8-1781483786331-0,8,267,3603.376953125,4336.0317,,,1.2033244,0.0,True,lstm,0.0
712,query_179,ext_tpcds1000#078#003,1781494395969,autoslo-4-1781494395969-0,4,203,3603.270263671875,3792.1099,,,1.0524079,0.0,True,lstm,0.0
9543,query_275,ext_tpcds1000#090#001,1778861305520,autoslo-4-1778861305520-0,4,226,3603.1982421875,3430.6265,,,0.95210594,172.57177734375,True,lstm,0.04907894
9765,query_189,ext_tpcds1000#095#003,1781522879274,autoslo-4-1781522879274-0,4,225,3603.174072265625,3520.3242,,,0.97700644,82.849853515625,True,lstm,0.023262024
2350,query_150,ext_tpcds1000#079#001,1778846572149,autoslo-4-1778846572149-0,4,137,3603.060791015625,4232.5996,,,1.1747234,0.0,True,lstm,0.0
2593,query_85,ext_tpcds1000#028#002,1781489438980,autoslo-4-1781489438980-0,4,290,3602.93017578125,5248.8057,,,1.4568158,0.0,True,lstm,0.0
3110,query_179,ext_tpcds1000#078#003,1781504195418,autoslo-4-1781504195418-0,4,228,3602.906005859375,4286.566,,,1.1897523,0.0,True,lstm,0.0
10212,query_132,ext_tpcds1000#075#002,1781494395969,autoslo-4-1781494395969-0,4,230,3602.85107421875,4214.2812,,,1.1697073,0.0,True,lstm,0.0
3720,query_246,ext_tpcds1000#076#003,1781494395969,autoslo-4-1781494395969-0,4,145,3602.792724609375,3734.793,,,1.0366383,0.0,True,lstm,0.0
7268,query_33,ext_tpcds1000#004#002,1781522879274,autoslo-4-1781522879274-0,4,267,3602.703369140625,3648.9795,,,1.0128448,0.0,True,lstm,0.0
9959,query_222,ext_tpcds1000#024#001,1781494395969,autoslo-4-1781494395969-0,4,165,3602.65185546875,4136.4365,,,1.1481644,0.0,True,lstm,0.0
7209,query_259,ext_tpcds1000#066#003,1781513174670,autoslo-4-1781513174670-0,4,140,3602.5556640625,3550.4224,,,0.9855288,52.13330078125,True,lstm,0.014576912
9060,query_126,ext_tpcds1000#059#002,1781522879274,autoslo-4-1781522879274-0,4,235,3602.524658203125,3954.0532,,,1.0975784,0.0,True,lstm,0.0
6946,query_232,ext_tpcds1000#094#003,1781488939845,autoslo-8-1781488939845-0,8,280,3602.497314453125,4259.5356,,,1.1823841,0.0,True,lstm,0.0
1769,query_130,ext_tpcds1000#004#001,1778833176612,autoslo-4-1778833176612-0,4,159,3602.45263671875,3453.2295,,,0.95857733,149.22314453125,True,lstm,0.042304993
2531,query_147,ext_tpcds1000#009#003,1781513174670,autoslo-4-1781513174670-0,4,231,3602.39404296875,5375.261,,,1.4921359,0.0,True,lstm,0.0
7656,query_274,ext_tpcds1000#028#001,1781494395969,autoslo-4-1781494395969-0,4,133,3602.2841796875,4657.9604,,,1.2930574,0.0,True,lstm,0.0
8548,query_270,ext_tpcds1000#014#003,1781494395969,autoslo-4-1781494395969-0,4,134,3602.2841796875,5315.4756,,,1.4755847,0.0,True,lstm,0.0
2721,query_210,ext_tpcds1000#088#002,1781483786331,autoslo-8-1781483786331-0,8,267,3602.205078125,3431.389,,,0.9525801,170.816162109375,True,lstm,0.048581123
1771,query_256,ext_tpcds1000#075#003,1781494395969,autoslo-4-1781494395969-0,4,138,3602.177734375,4449.165,,,1.235132,0.0,True,lstm,0.0
7587,query_155,ext_tpcds1000#067#001,1778861305520,autoslo-4-1778861305520-0,4,254,3602.1708984375,3217.969,,,0.89334154,384.201904296875,True,lstm,0.11278629
772,query_213,ext_tpcds1000#076#003,1781513174670,autoslo-4-1781513174670-0,4,196,3602.136474609375,3669.5725,,,1.0187211,0.0,True,lstm,0.0
549,query_241,ext_tpcds1000#087#003,1781483786331,autoslo-8-1781483786331-0,8,267,3602.08154296875,3067.505,,,0.8515923,534.57666015625,True,lstm,0.16064739
1770,query_239,ext_tpcds1000#094#001,1781513174670,autoslo-4-1781513174670-0,4,154,3602.023193359375,3654.151,,,1.0144718,0.0,True,lstm,0.0
5634,query_235,ext_tpcds1000#051#002,1781483786331,autoslo-8-1781483786331-0,8,267,3601.97509765625,2846.819,,,0.7903495,755.156005859375,True,lstm,0.23528004
5923,query_279,ext_tpcds1000#005#003,1781478035304,autoslo-4-1781478035304-0,4,255,3601.933837890625,3450.948,,,0.958082,150.98583984375,True,lstm,0.042821884
3979,query_266,ext_tpcds1000#072#003,1781513174670,autoslo-4-1781513174670-0,4,138,3601.88916015625,3804.9556,,,1.0563778,0.0,True,lstm,0.0
8356,query_228,ext_tpcds1000#064#003,1781494395969,autoslo-4-1781494395969-0,4,156,3601.837646484375,4803.236,,,1.3335514,0.0,True,lstm,0.0
8195,query_292,ext_tpcds1000#002#003,1781484238915,autoslo-4-1781484238915-0,4,275,3601.834228515625,5003.0986,,,1.3890419,0.0,True,lstm,0.0
7872,query_4,ext_tpcds1000#078#002,1781478035304,autoslo-4-1781478035304-0,4,296,3601.806640625,3391.868,,,0.9417129,209.938720703125,True,lstm,0.06005478
8067,query_271,ext_tpcds1000#028#001,1781478035304,autoslo-4-1781478035304-0,4,255,3601.78955078125,5498.635,,,1.5266397,0.0,True,lstm,0.0
3142,query_158,ext_tpcds1000#064#001,1781522879274,autoslo-4-1781522879274-0,4,229,3601.779296875,3917.6592,,,1.0877011,0.0,True,lstm,0.0
6953,query_275,ext_tpcds1000#074#003,1781513174670,autoslo-4-1781513174670-0,4,136,3601.77587890625,3679.7388,,,1.0216457,0.0,True,lstm,0.0
7779,query_158,ext_tpcds1000#064#001,1781494395969,autoslo-4-1781494395969-0,4,222,3601.744873046875,3977.3691,,,1.1042895,0.0,True,lstm,0.0
6534,query_228,ext_tpcds1000#064#003,1781504195418,autoslo-4-1781504195418-0,4,211,3601.724365234375,5468.387,,,1.5182692,0.0,True,lstm,0.0
7147,query_2,ext_tpcds1000#004#001,1778822197626,autoslo-4-1778822197626-0,4,130,3601.70703125,3098.3848,,,0.8602545,503.322265625,True,lstm,0.150527
