phase_key,phase_name,start_wall_utc,elapsed_s,was_cached
01_reservoir,Phase 1: Building reservoir,2026-04-27T18:14:16.868754Z,0.370,False
02_workloads,Phase 2: Preparing workloads,2026-04-27T18:14:17.239201Z,6.478,False
03_baseline,Phase 3: Baseline evaluation,2026-04-27T18:14:23.717817Z,22.835,False
04_checkpoints,Phase 4: Checkpoint optimization,2026-04-27T18:14:46.552560Z,114.241,False
05_autoscaling_param_sweep,Phase 5: Autoscaler param sweep,2026-04-27T18:16:40.793900Z,301.666,False
06_routing_param_sweep,Phase 6: Routing param sweep,2026-04-27T18:21:42.459541Z,53.989,False
07_final,Phase 7: Persist & compare final,2026-04-27T18:22:36.448696Z,0.081,False
08_target,Phase 8: Target evaluation,2026-04-27T18:22:36.529723Z,17.978,False
TOTAL,TOTAL,2026-04-27T18:14:16.868754Z,517.639,False
