strategy_name,mean_slo_violation_rate,sum_total_cost
StratHistoricalSingle1,0.003132832080200501,114.83333333333333
StratHistoricalSingle14,0.003132832080200501,114.83333333333333
StratHistoricalSingle7,0.003132832080200501,114.83333333333333
StratOracleSingle,0.003132832080200501,114.83333333333333
training_period,0.28548931383577053,35.74416666666667
