phase_key,phase_name,start_wall_utc,elapsed_s,was_cached
01_reservoir,Phase 1: Building reservoir,2026-04-27T18:29:26.228314Z,0.373,False
02_workloads,Phase 2: Preparing workloads,2026-04-27T18:29:26.601303Z,6.666,False
03_baseline,Phase 3: Baseline evaluation,2026-04-27T18:29:33.267187Z,18.805,False
04_checkpoints,Phase 4: Checkpoint optimization,2026-04-27T18:29:52.072522Z,199.165,False
05_autoscaling_param_sweep,Phase 5: Autoscaler param sweep,2026-04-27T18:33:11.238051Z,258.746,False
06_routing_param_sweep,Phase 6: Routing param sweep,2026-04-27T18:37:29.984579Z,48.385,False
07_final,Phase 7: Persist & compare final,2026-04-27T18:38:18.369307Z,0.034,False
08_target,Phase 8: Target evaluation,2026-04-27T18:38:18.403729Z,21.449,False
TOTAL,TOTAL,2026-04-27T18:29:26.228314Z,553.624,False
