phase_key,phase_name,start_wall_utc,elapsed_s,was_cached
01_reservoir,Phase 1: Building reservoir,2026-04-27T19:08:00.613493Z,0.378,False
02_workloads,Phase 2: Preparing workloads,2026-04-27T19:08:00.991732Z,6.583,False
03_baseline,Phase 3: Baseline evaluation,2026-04-27T19:08:07.575229Z,19.444,False
04_checkpoints,Phase 4: Checkpoint optimization,2026-04-27T19:08:27.019215Z,195.583,False
05_autoscaling_param_sweep,Phase 5: Autoscaler param sweep,2026-04-27T19:11:42.602215Z,259.710,False
06_routing_param_sweep,Phase 6: Routing param sweep,2026-04-27T19:16:02.311817Z,47.311,False
07_final,Phase 7: Persist & compare final,2026-04-27T19:16:49.623072Z,0.025,False
08_target,Phase 8: Target evaluation,2026-04-27T19:16:49.648470Z,22.191,False
TOTAL,TOTAL,2026-04-27T19:08:00.613493Z,551.225,False
