phase_key,phase_name,start_wall_utc,elapsed_s,was_cached
01_reservoir,Phase 1: Building reservoir,2026-04-27T18:22:58.214679Z,0.380,False
02_workloads,Phase 2: Preparing workloads,2026-04-27T18:22:58.595025Z,6.535,False
03_baseline,Phase 3: Baseline evaluation,2026-04-27T18:23:05.130567Z,15.731,False
04_checkpoints,Phase 4: Checkpoint optimization,2026-04-27T18:23:20.861345Z,86.690,False
05_autoscaling_param_sweep,Phase 5: Autoscaler param sweep,2026-04-27T18:24:47.551022Z,217.160,False
06_routing_param_sweep,Phase 6: Routing param sweep,2026-04-27T18:28:24.711360Z,37.339,False
07_final,Phase 7: Persist & compare final,2026-04-27T18:29:02.050074Z,0.020,False
08_target,Phase 8: Target evaluation,2026-04-27T18:29:02.069950Z,20.632,False
TOTAL,TOTAL,2026-04-27T18:22:58.214679Z,384.487,False
