strategy_name,mean_slo_violation_rate,sum_total_cost
StratExactFutureFullPerfSingle,0.046524536744733704,344.12666666666667
StratExactFuturePredPerfSingle,0.8436019656824276,92.81916666666667
StratHistUniformFullPerfSingle1,0.046524536744733704,344.12666666666667
StratHistUniformFullPerfSingle14,0.046524536744733704,344.12666666666667
StratHistUniformFullPerfSingle7,0.046524536744733704,344.12666666666667
StratHistUniformObsPerfSingle1,0.6966596960598476,102.36416666666668
StratHistUniformObsPerfSingle14,0.8436019656824276,92.81916666666667
StratHistUniformObsPerfSingle7,0.8436019656824276,92.81916666666667
