strategy_name,mean_slo_violation_rate,sum_total_cost
StratHistoricalSingle1,0.04297786720321932,98.13333333333334
StratHistoricalSingle14,0.04297786720321932,98.13333333333334
StratHistoricalSingle7,0.04297786720321932,98.13333333333334
StratOracleSingle,0.04297786720321932,98.13333333333334
training_period,0.43573440643863176,31.68166666666667
