,true_latency_s
cluster_8_4673733#d7f38d01-97a7-4348-8a94-321b91dba083,17.465663768272975
cluster_8_4673740#d7f38d01-97a7-4348-8a94-321b91dba083,31.523774472136203
cluster_8_4673745#d7f38d01-97a7-4348-8a94-321b91dba083,304.29512238353243
cluster_8_4673750#d7f38d01-97a7-4348-8a94-321b91dba083,41.485568159883464
cluster_8_4673755#d7f38d01-97a7-4348-8a94-321b91dba083,1256.6955293559897
cluster_8_4673768#d7f38d01-97a7-4348-8a94-321b91dba083,177.46263003349443
cluster_8_4673773#d7f38d01-97a7-4348-8a94-321b91dba083,9.872660892538892
cluster_8_4673780#d7f38d01-97a7-4348-8a94-321b91dba083,133.59834272768705
cluster_8_4673787#d7f38d01-97a7-4348-8a94-321b91dba083,42.94659270152058
cluster_8_4673794#d7f38d01-97a7-4348-8a94-321b91dba083,106.31715536409791
cluster_8_4673801#d7f38d01-97a7-4348-8a94-321b91dba083,70.21360469783691
cluster_8_4673806#d7f38d01-97a7-4348-8a94-321b91dba083,52.664171950771085
cluster_8_4673813#d7f38d01-97a7-4348-8a94-321b91dba083,115.41283917795809
cluster_8_4673824#d7f38d01-97a7-4348-8a94-321b91dba083,123.96865878088498
cluster_8_4673831#d7f38d01-97a7-4348-8a94-321b91dba083,147.44727714435157
cluster_8_4673838#d7f38d01-97a7-4348-8a94-321b91dba083,135.69573986525842
cluster_8_4673843#d7f38d01-97a7-4348-8a94-321b91dba083,199.44507841882051
cluster_8_4673852#d7f38d01-97a7-4348-8a94-321b91dba083,166.81209830585163
cluster_8_4673858#d7f38d01-97a7-4348-8a94-321b91dba083,187.40536218990468
cluster_8_4673866#d7f38d01-97a7-4348-8a94-321b91dba083,188.44339398769355
cluster_8_4673873#d7f38d01-97a7-4348-8a94-321b91dba083,257.1005071354303
cluster_8_4673878#d7f38d01-97a7-4348-8a94-321b91dba083,284.14349913368494
cluster_8_4673887#d7f38d01-97a7-4348-8a94-321b91dba083,207.56290218617804
cluster_8_4673894#d7f38d01-97a7-4348-8a94-321b91dba083,440.2075930343057
cluster_8_4673901#d7f38d01-97a7-4348-8a94-321b91dba083,262.82386392452224
cluster_8_4673910#d7f38d01-97a7-4348-8a94-321b91dba083,284.5546024642243
cluster_8_4673920#d7f38d01-97a7-4348-8a94-321b91dba083,360.28922103855473
cluster_8_4673934#d7f38d01-97a7-4348-8a94-321b91dba083,269.46355860966986
cluster_8_4673939#d7f38d01-97a7-4348-8a94-321b91dba083,303.2666598463442
cluster_8_4673952#d7f38d01-97a7-4348-8a94-321b91dba083,56.66064120750006
cluster_8_4673959#d7f38d01-97a7-4348-8a94-321b91dba083,288.5889333757381
cluster_8_4673966#d7f38d01-97a7-4348-8a94-321b91dba083,6.289358519109693
cluster_8_4673969#d7f38d01-97a7-4348-8a94-321b91dba083,9.668511875884489
cluster_8_4673972#d7f38d01-97a7-4348-8a94-321b91dba083,2.7003200271784125
cluster_8_4673981#d7f38d01-97a7-4348-8a94-321b91dba083,18.446317895664443
cluster_8_4673995#d7f38d01-97a7-4348-8a94-321b91dba083,897.7892395126754
cluster_8_4674006#d7f38d01-97a7-4348-8a94-321b91dba083,35.71163858440724
cluster_8_4674014#d7f38d01-97a7-4348-8a94-321b91dba083,8.888619727290202
cluster_8_4674022#d7f38d01-97a7-4348-8a94-321b91dba083,7.089676706206187
cluster_8_4674029#d7f38d01-97a7-4348-8a94-321b91dba083,5.026607278827141
cluster_8_4674042#d7f38d01-97a7-4348-8a94-321b91dba083,6.677671698495424
cluster_8_4674048#d7f38d01-97a7-4348-8a94-321b91dba083,30.51416359895223
cluster_8_4674059#d7f38d01-97a7-4348-8a94-321b91dba083,40.202280053958006
cluster_8_4674069#d7f38d01-97a7-4348-8a94-321b91dba083,17.687375444057167
cluster_8_4674079#d7f38d01-97a7-4348-8a94-321b91dba083,11.521332043145097
cluster_8_4674082#d7f38d01-97a7-4348-8a94-321b91dba083,778.001356437403
cluster_8_4674093#d7f38d01-97a7-4348-8a94-321b91dba083,3.767396976994236
cluster_8_4674104#d7f38d01-97a7-4348-8a94-321b91dba083,58.23880180605483
cluster_8_4674113#d7f38d01-97a7-4348-8a94-321b91dba083,1132.1083690322782
cluster_8_4674128#d7f38d01-97a7-4348-8a94-321b91dba083,68.62832882963896
cluster_8_4674139#d7f38d01-97a7-4348-8a94-321b91dba083,42.49127713399092
cluster_8_4674146#d7f38d01-97a7-4348-8a94-321b91dba083,27.532226966919904
cluster_8_4674155#d7f38d01-97a7-4348-8a94-321b91dba083,38.94740450096962
cluster_8_4674164#d7f38d01-97a7-4348-8a94-321b91dba083,11.062770189661155
cluster_8_4674173#d7f38d01-97a7-4348-8a94-321b91dba083,14.918387591510385
cluster_8_4674182#d7f38d01-97a7-4348-8a94-321b91dba083,11.36454974035025
cluster_8_4674192#d7f38d01-97a7-4348-8a94-321b91dba083,4.483596246285037
cluster_8_4674195#d7f38d01-97a7-4348-8a94-321b91dba083,2.5043809716082746
cluster_8_4674206#d7f38d01-97a7-4348-8a94-321b91dba083,8.0161907237671
cluster_8_4674213#d7f38d01-97a7-4348-8a94-321b91dba083,11.234109158099269
cluster_8_4674222#d7f38d01-97a7-4348-8a94-321b91dba083,8.685211997467876
cluster_8_4674232#d7f38d01-97a7-4348-8a94-321b91dba083,3.669618881101488
cluster_8_4674237#d7f38d01-97a7-4348-8a94-321b91dba083,30.514309102169694
cluster_8_4674255#d7f38d01-97a7-4348-8a94-321b91dba083,36.846582962570665
cluster_8_4674262#d7f38d01-97a7-4348-8a94-321b91dba083,16.751653042735157
cluster_8_4674269#d7f38d01-97a7-4348-8a94-321b91dba083,14.480569169651677
cluster_8_4674284#d7f38d01-97a7-4348-8a94-321b91dba083,11.983817814610674
cluster_8_4674302#d7f38d01-97a7-4348-8a94-321b91dba083,4.90296874988749
cluster_8_4674305#d7f38d01-97a7-4348-8a94-321b91dba083,14.575110717388897
cluster_8_4674313#d7f38d01-97a7-4348-8a94-321b91dba083,122.35127487261198
cluster_8_4674318#d7f38d01-97a7-4348-8a94-321b91dba083,1918.5907267605487
cluster_8_4674329#d7f38d01-97a7-4348-8a94-321b91dba083,16.30122041152952
