strategy_name,mean_slo_violation_rate,sum_total_cost
StratHistoricalSingle1,0.1975540373706378,343.4166666666667
StratHistoricalSingle14,0.1975540373706378,343.4166666666667
StratHistoricalSingle7,0.1975540373706378,343.4166666666667
StratOracleSingle,0.1975540373706378,343.4166666666667
training_period,0.4800355312728766,47.29416666666667
