,true_latency_s
cluster_8_4673733#2de00446-5548-436b-9628-148bd562b09e,17.465663768272975
cluster_8_4673740#2de00446-5548-436b-9628-148bd562b09e,31.523774472136203
cluster_8_4673745#2de00446-5548-436b-9628-148bd562b09e,304.29512238353243
cluster_8_4673750#2de00446-5548-436b-9628-148bd562b09e,41.485568159883464
cluster_8_4673755#2de00446-5548-436b-9628-148bd562b09e,1256.6955293559897
cluster_8_4673768#2de00446-5548-436b-9628-148bd562b09e,177.46263003349443
cluster_8_4673773#2de00446-5548-436b-9628-148bd562b09e,9.872660892538892
cluster_8_4673780#2de00446-5548-436b-9628-148bd562b09e,133.59834272768705
cluster_8_4673787#2de00446-5548-436b-9628-148bd562b09e,42.94659270152058
cluster_8_4673794#2de00446-5548-436b-9628-148bd562b09e,106.31715536409791
cluster_8_4673801#2de00446-5548-436b-9628-148bd562b09e,70.21360469783691
cluster_8_4673806#2de00446-5548-436b-9628-148bd562b09e,52.664171950771085
cluster_8_4673813#2de00446-5548-436b-9628-148bd562b09e,115.41283917795809
cluster_8_4673824#2de00446-5548-436b-9628-148bd562b09e,123.96865878088498
cluster_8_4673831#2de00446-5548-436b-9628-148bd562b09e,147.44727714435157
cluster_8_4673838#2de00446-5548-436b-9628-148bd562b09e,135.69573986525842
cluster_8_4673843#2de00446-5548-436b-9628-148bd562b09e,199.44507841882051
cluster_8_4673852#2de00446-5548-436b-9628-148bd562b09e,166.81209830585163
cluster_8_4673858#2de00446-5548-436b-9628-148bd562b09e,187.40536218990468
cluster_8_4673866#2de00446-5548-436b-9628-148bd562b09e,188.44339398769355
cluster_8_4673873#2de00446-5548-436b-9628-148bd562b09e,257.1005071354303
cluster_8_4673878#2de00446-5548-436b-9628-148bd562b09e,284.14349913368494
cluster_8_4673887#2de00446-5548-436b-9628-148bd562b09e,207.56290218617804
cluster_8_4673894#2de00446-5548-436b-9628-148bd562b09e,440.2075930343057
cluster_8_4673901#2de00446-5548-436b-9628-148bd562b09e,262.82386392452224
cluster_8_4673910#2de00446-5548-436b-9628-148bd562b09e,284.5546024642243
cluster_8_4673920#2de00446-5548-436b-9628-148bd562b09e,360.28922103855473
cluster_8_4673934#2de00446-5548-436b-9628-148bd562b09e,269.46355860966986
cluster_8_4673939#2de00446-5548-436b-9628-148bd562b09e,303.2666598463442
cluster_8_4673952#2de00446-5548-436b-9628-148bd562b09e,56.66064120750006
cluster_8_4673959#2de00446-5548-436b-9628-148bd562b09e,288.5889333757381
cluster_8_4673966#2de00446-5548-436b-9628-148bd562b09e,6.289358519109693
cluster_8_4673969#2de00446-5548-436b-9628-148bd562b09e,9.668511875884489
cluster_8_4673972#2de00446-5548-436b-9628-148bd562b09e,2.7003200271784125
cluster_8_4673981#2de00446-5548-436b-9628-148bd562b09e,18.446317895664443
cluster_8_4673995#2de00446-5548-436b-9628-148bd562b09e,897.7892395126754
cluster_8_4674006#2de00446-5548-436b-9628-148bd562b09e,35.71163858440724
cluster_8_4674014#2de00446-5548-436b-9628-148bd562b09e,8.888619727290202
cluster_8_4674022#2de00446-5548-436b-9628-148bd562b09e,7.089676706206187
cluster_8_4674029#2de00446-5548-436b-9628-148bd562b09e,5.026607278827141
cluster_8_4674042#2de00446-5548-436b-9628-148bd562b09e,6.677671698495424
cluster_8_4674048#2de00446-5548-436b-9628-148bd562b09e,30.51416359895223
cluster_8_4674059#2de00446-5548-436b-9628-148bd562b09e,40.202280053958006
cluster_8_4674069#2de00446-5548-436b-9628-148bd562b09e,17.687375444057167
cluster_8_4674079#2de00446-5548-436b-9628-148bd562b09e,11.521332043145097
cluster_8_4674082#2de00446-5548-436b-9628-148bd562b09e,778.001356437403
cluster_8_4674093#2de00446-5548-436b-9628-148bd562b09e,3.767396976994236
cluster_8_4674104#2de00446-5548-436b-9628-148bd562b09e,58.23880180605483
cluster_8_4674113#2de00446-5548-436b-9628-148bd562b09e,1132.1083690322782
cluster_8_4674128#2de00446-5548-436b-9628-148bd562b09e,68.62832882963896
cluster_8_4674139#2de00446-5548-436b-9628-148bd562b09e,42.49127713399092
cluster_8_4674146#2de00446-5548-436b-9628-148bd562b09e,27.532226966919904
cluster_8_4674155#2de00446-5548-436b-9628-148bd562b09e,38.94740450096962
cluster_8_4674164#2de00446-5548-436b-9628-148bd562b09e,11.062770189661155
cluster_8_4674173#2de00446-5548-436b-9628-148bd562b09e,14.918387591510385
cluster_8_4674182#2de00446-5548-436b-9628-148bd562b09e,11.36454974035025
cluster_8_4674192#2de00446-5548-436b-9628-148bd562b09e,4.483596246285037
cluster_8_4674195#2de00446-5548-436b-9628-148bd562b09e,2.5043809716082746
cluster_8_4674206#2de00446-5548-436b-9628-148bd562b09e,8.0161907237671
cluster_8_4674213#2de00446-5548-436b-9628-148bd562b09e,11.234109158099269
cluster_8_4674222#2de00446-5548-436b-9628-148bd562b09e,8.685211997467876
cluster_8_4674232#2de00446-5548-436b-9628-148bd562b09e,3.669618881101488
cluster_8_4674237#2de00446-5548-436b-9628-148bd562b09e,30.514309102169694
cluster_8_4674255#2de00446-5548-436b-9628-148bd562b09e,36.846582962570665
cluster_8_4674262#2de00446-5548-436b-9628-148bd562b09e,16.751653042735157
cluster_8_4674269#2de00446-5548-436b-9628-148bd562b09e,14.480569169651677
cluster_8_4674284#2de00446-5548-436b-9628-148bd562b09e,11.983817814610674
cluster_8_4674302#2de00446-5548-436b-9628-148bd562b09e,4.90296874988749
cluster_8_4674305#2de00446-5548-436b-9628-148bd562b09e,14.575110717388897
cluster_8_4674313#2de00446-5548-436b-9628-148bd562b09e,122.35127487261198
cluster_8_4674318#2de00446-5548-436b-9628-148bd562b09e,1918.5907267605487
cluster_8_4674329#2de00446-5548-436b-9628-148bd562b09e,16.30122041152952
cluster_8_4674343#2de00446-5548-436b-9628-148bd562b09e,27.535417350247887
cluster_8_4674354#2de00446-5548-436b-9628-148bd562b09e,94.16047929248222
cluster_8_4674365#2de00446-5548-436b-9628-148bd562b09e,1462.9404794331813
cluster_8_4674372#2de00446-5548-436b-9628-148bd562b09e,28.600653176178742
cluster_8_4674379#2de00446-5548-436b-9628-148bd562b09e,57.4912568330605
cluster_8_4674390#2de00446-5548-436b-9628-148bd562b09e,17.177768328996713
cluster_8_4674400#2de00446-5548-436b-9628-148bd562b09e,43.3418855479612
cluster_8_4674414#2de00446-5548-436b-9628-148bd562b09e,254.4300087770973
cluster_8_4674425#2de00446-5548-436b-9628-148bd562b09e,209.9127745751729
cluster_8_4674432#2de00446-5548-436b-9628-148bd562b09e,26.585569445015064
