strategy_name,mean_slo_violation_rate,sum_total_cost
StratExactFutureFullPerfSingle,0.16896704006272592,115.69666666666667
StratExactFuturePredPerfSingle,0.9240063878975862,38.57625
StratHistUniformFullPerfSingle1,0.16896704006272592,115.69666666666667
StratHistUniformFullPerfSingle14,0.16896704006272592,115.69666666666667
StratHistUniformFullPerfSingle7,0.16896704006272592,115.69666666666667
StratHistUniformObsPerfSingle1,0.7001435547381712,42.52041666666667
StratHistUniformObsPerfSingle14,0.6929802309559363,42.885000000000005
StratHistUniformObsPerfSingle7,0.6929802309559363,42.885000000000005
