C,Ac,rep,time_s
4,32,4,0.02841850370168686
4,32,5,0.03223131224513054
4,32,6,0.023274686187505722
4,32,7,0.027263134717941284
4,32,8,0.027081668376922607
4,32,9,0.02702643722295761
8,0,0,0.0013253577053546906
8,0,1,0.0012345761060714722
8,0,2,0.0012103058397769928
8,0,3,0.0012323148548603058
8,0,4,0.0012115724384784698
8,0,5,0.0012113377451896667
8,0,6,0.0012174881994724274
8,0,7,0.0012136846780776978
8,0,8,0.001222703605890274
8,0,9,0.001242946833372116
8,1,0,0.006584182381629944
8,1,1,0.004654087126255035
8,1,2,0.004611048847436905
8,1,3,0.0046301111578941345
8,1,4,0.004636406898498535
8,1,5,0.0045722126960754395
8,1,6,0.004601161926984787
8,1,7,0.00462384894490242
8,1,8,0.004568364471197128
8,1,9,0.0046176910400390625
8,2,0,0.006765894591808319
8,2,1,0.005843285471200943
8,2,2,0.005807407200336456
8,2,3,0.005835670977830887
8,2,4,0.0058099664747715
8,2,5,0.005789496004581451
8,2,6,0.0057998523116111755
8,2,7,0.005794711410999298
8,2,8,0.005807843059301376
8,2,9,0.005806509405374527
8,4,0,0.009562354534864426
8,4,1,0.008230920881032944
8,4,2,0.008275866508483887
8,4,3,0.00819508358836174
8,4,4,0.008238334208726883
8,4,5,0.008314687758684158
8,4,6,0.00829412043094635
8,4,7,0.008245274424552917
8,4,8,0.008252181112766266
8,4,9,0.008277155458927155
8,8,0,0.014115948230028152
8,8,1,0.013162940740585327
8,8,2,0.013160180300474167
8,8,3,0.013219408690929413
8,8,4,0.013143859803676605
8,8,5,0.013152670115232468
8,8,6,0.013178080320358276
8,8,7,0.013233751058578491
8,8,8,0.01312335580587387
8,8,9,0.01309809461236
8,16,0,0.0260019451379776
8,16,1,0.024093881249427795
8,16,2,0.024873122572898865
8,16,3,0.02401796355843544
8,16,4,0.023981720209121704
8,16,5,0.02397855743765831
8,16,6,0.023604728281497955
8,16,7,0.0251973457634449
8,16,8,0.024269364774227142
8,16,9,0.02441265806555748
8,32,0,0.05786431208252907
8,32,1,0.048852838575839996
8,32,2,0.04367196187376976
8,32,3,0.04232770577073097
8,32,4,0.04429715499281883
8,32,5,0.05493774265050888
8,32,6,0.04985910281538963
8,32,7,0.04863591119647026
8,32,8,0.059630583971738815
8,32,9,0.043042153120040894
16,0,0,0.0021796710789203644
16,0,1,0.00200478732585907
16,0,2,0.002004176378250122
16,0,3,0.001983974128961563
16,0,4,0.001965142786502838
16,0,5,0.001974537968635559
16,0,6,0.0020132921636104584
16,0,7,0.00196760892868042
16,0,8,0.0019830167293548584
16,0,9,0.0019795820116996765
16,1,0,0.009013671427965164
16,1,1,0.006966825574636459
16,1,2,0.006926350295543671
16,1,3,0.006914976984262466
16,1,4,0.006894230842590332
16,1,5,0.006939951330423355
16,1,6,0.00691620260477066
16,1,7,0.006968792527914047
16,1,8,0.006891503930091858
16,1,9,0.006915472447872162
16,2,0,0.010213088244199753
16,2,1,0.009135235100984573
16,2,2,0.009111911058425903
16,2,3,0.009179513901472092
16,2,4,0.00913562998175621
16,2,5,0.009078331291675568
16,2,6,0.00917937234044075
16,2,7,0.009128525853157043
16,2,8,0.00918009877204895
16,2,9,0.00917082279920578
16,4,0,0.015071272850036621
16,4,1,0.013590909540653229
16,4,2,0.01361403614282608
16,4,3,0.013551104813814163
16,4,4,0.013627331703901291
16,4,5,0.013564091175794601
16,4,6,0.013812024146318436
16,4,7,0.013521958142518997
16,4,8,0.013537060469388962
16,4,9,0.013666711747646332
16,8,0,0.023765701800584793
16,8,1,0.02345314621925354
16,8,2,0.023397240787744522
16,8,3,0.023489516228437424
16,8,4,0.023443888872861862
16,8,5,0.02350570634007454
16,8,6,0.023320268839597702
16,8,7,0.023623649030923843
16,8,8,0.023451443761587143
16,8,9,0.02325095236301422
16,16,0,0.040014173835515976
16,16,1,0.037924960255622864
16,16,2,0.03901972621679306
16,16,3,0.038458194583654404
16,16,4,0.03840039670467377
16,16,5,0.03858187422156334
16,16,6,0.03832879662513733
16,16,7,0.038176774978637695
16,16,8,0.04103899747133255
16,16,9,0.038526713848114014
16,32,0,0.10099976509809494
16,32,1,0.11003974080085754
16,32,2,0.10111652687191963
16,32,3,0.10360704362392426
16,32,4,0.10361375287175179
16,32,5,0.10329058766365051
16,32,6,0.10412884503602982
16,32,7,0.10728627815842628
16,32,8,0.10670115426182747
16,32,9,0.10731328278779984
