C,Ac,rep,time_s
1,0,0,0.0015500560402870178
1,0,1,0.0006617419421672821
1,0,2,0.000562518835067749
1,0,3,0.000553663820028305
1,0,4,0.0005212090909481049
1,0,5,0.000500313937664032
1,0,6,0.0005015581846237183
1,0,7,0.0005219839513301849
1,0,8,0.0004933550953865051
1,0,9,0.00047932565212249756
1,1,0,0.0050559379160404205
1,1,1,0.0023967325687408447
1,1,2,0.0023499764502048492
1,1,3,0.002460964024066925
1,1,4,0.002419818192720413
1,1,5,0.0024199634790420532
1,1,6,0.002440057694911957
1,1,7,0.0024015940725803375
1,1,8,0.0024127811193466187
1,1,9,0.0023974664509296417
1,2,0,0.003890596330165863
1,2,1,0.0026815347373485565
1,2,2,0.002655118703842163
1,2,3,0.00268685445189476
1,2,4,0.002683192491531372
1,2,5,0.002641633152961731
1,2,6,0.0026659704744815826
1,2,7,0.002660900354385376
1,2,8,0.0026960335671901703
1,2,9,0.0027226321399211884
1,4,0,0.004422888159751892
1,4,1,0.0032095052301883698
1,4,2,0.0031632110476493835
1,4,3,0.0031791850924491882
1,4,4,0.0031787753105163574
1,4,5,0.0031795576214790344
1,4,6,0.003210306167602539
1,4,7,0.0031471773982048035
1,4,8,0.003169797360897064
1,4,9,0.003166675567626953
1,8,0,0.005252368748188019
1,8,1,0.004408340901136398
1,8,2,0.004403706640005112
1,8,3,0.0044510699808597565
1,8,4,0.004455536603927612
1,8,5,0.004320509731769562
1,8,6,0.004323724657297134
1,8,7,0.004394982010126114
1,8,8,0.004299253225326538
1,8,9,0.004343938082456589
1,16,0,0.00791642814874649
1,16,1,0.006815429776906967
1,16,2,0.006850790232419968
1,16,3,0.006818514317274094
1,16,4,0.006922915577888489
1,16,5,0.00688866525888443
1,16,6,0.006755094975233078
1,16,7,0.006810251623392105
1,16,8,0.006807498633861542
1,16,9,0.006753541529178619
1,32,0,0.013243895024061203
1,32,1,0.011979259550571442
1,32,2,0.011998042464256287
1,32,3,0.011887770146131516
1,32,4,0.01210995763540268
1,32,5,0.011839814484119415
1,32,6,0.012182068079710007
1,32,7,0.011795330792665482
1,32,8,0.011778760701417923
1,32,9,0.011855542659759521
2,0,0,0.0007205568253993988
2,0,1,0.0006504207849502563
2,0,2,0.0006599240005016327
2,0,3,0.0006573125720024109
2,0,4,0.000642143189907074
2,0,5,0.0006503500044345856
2,0,6,0.0006445571780204773
2,0,7,0.0006355717778205872
2,0,8,0.0005805008113384247
2,0,9,0.0004373900592327118
2,1,0,0.0032167546451091766
2,1,1,0.0027903690934181213
2,1,2,0.002797923982143402
2,1,3,0.0028156861662864685
2,1,4,0.002791091799736023
2,1,5,0.002811584621667862
2,1,6,0.002815593034029007
2,1,7,0.0028155893087387085
2,1,8,0.0027945376932621002
2,1,9,0.0027744024991989136
2,2,0,0.004046335816383362
2,2,1,0.0032229870557785034
2,2,2,0.0032313279807567596
2,2,3,0.003231313079595566
2,2,4,0.003242935985326767
2,2,5,0.003209289163351059
2,2,6,0.0032112672924995422
2,2,7,0.003202110528945923
2,2,8,0.003253623843193054
2,2,9,0.0032164305448532104
2,4,0,0.0050536878407001495
2,4,1,0.004121057689189911
2,4,2,0.004083756357431412
2,4,3,0.004115864634513855
2,4,4,0.004103749990463257
2,4,5,0.00414835661649704
2,4,6,0.004084847867488861
2,4,7,0.00405651330947876
2,4,8,0.004192478954792023
2,4,9,0.004187382757663727
2,8,0,0.006839781999588013
2,8,1,0.005857247859239578
2,8,2,0.0058618225157260895
2,8,3,0.0058268532156944275
2,8,4,0.00590815395116806
2,8,5,0.005877550691366196
2,8,6,0.005932986736297607
2,8,7,0.005806203931570053
2,8,8,0.005850445479154587
2,8,9,0.005761168897151947
2,16,0,0.01083863154053688
2,16,1,0.00965844839811325
2,16,2,0.009532403200864792
2,16,3,0.009637344628572464
2,16,4,0.009559795260429382
2,16,5,0.009724542498588562
2,16,6,0.010036975145339966
2,16,7,0.009639754891395569
2,16,8,0.00957036018371582
2,16,9,0.0097319595515728
2,32,0,0.01972610130906105
2,32,1,0.018566396087408066
2,32,2,0.017593864351511
2,32,3,0.017507724463939667
2,32,4,0.017721496522426605
2,32,5,0.01733747497200966
2,32,6,0.017616715282201767
2,32,7,0.017427127808332443
2,32,8,0.017588742077350616
2,32,9,0.016650866717100143
4,0,0,0.000840306282043457
4,0,1,0.0007897950708866119
4,0,2,0.0007988885045051575
4,0,3,0.0007879361510276794
4,0,4,0.0007878802716732025
4,0,5,0.0007771141827106476
4,0,6,0.0007875412702560425
4,0,7,0.000574551522731781
4,0,8,0.0005662888288497925
4,0,9,0.0005482807755470276
4,1,0,0.0035296715795993805
4,1,1,0.0030666477978229523
4,1,2,0.0030683428049087524
4,1,3,0.0030629225075244904
4,1,4,0.0030493512749671936
4,1,5,0.00306069478392601
4,1,6,0.0030897893011569977
4,1,7,0.003051377832889557
4,1,8,0.003094896674156189
4,1,9,0.003083202987909317
4,2,0,0.004428725689649582
4,2,1,0.003638599067926407
4,2,2,0.0036790631711483
4,2,3,0.003646526485681534
4,2,4,0.0036573633551597595
4,2,5,0.0036787129938602448
4,2,6,0.0036407262086868286
4,2,7,0.0036434978246688843
4,2,8,0.0036705732345581055
4,2,9,0.003649231046438217
4,4,0,0.005615361034870148
4,4,1,0.004811521619558334
4,4,2,0.0049009062349796295
4,4,3,0.004899762570858002
4,4,4,0.004951808601617813
4,4,5,0.0048474594950675964
4,4,6,0.0048475563526153564
4,4,7,0.0048822686076164246
4,4,8,0.004875760525465012
4,4,9,0.004863809794187546
4,8,0,0.008158326148986816
4,8,1,0.007305040955543518
4,8,2,0.007386952638626099
4,8,3,0.007367376238107681
4,8,4,0.007205326110124588
4,8,5,0.007320251315832138
4,8,6,0.007211793214082718
4,8,7,0.007370319217443466
4,8,8,0.007214978337287903
4,8,9,0.007334433495998383
4,16,0,0.013630025088787079
4,16,1,0.012609254568815231
4,16,2,0.012549296021461487
4,16,3,0.012609239667654037
4,16,4,0.012623507529497147
4,16,5,0.01254134252667427
4,16,6,0.0125432088971138
4,16,7,0.012851390987634659
4,16,8,0.012695066630840302
4,16,9,0.012594275176525116
4,32,0,0.03543712943792343
4,32,1,0.032215263694524765
4,32,2,0.027338329702615738
4,32,3,0.027493629604578018
