,true_latency_s
cluster_8_4673733#4ca30ce3-dd0c-47a9-b05b-2d352782655e,17.465663768272975
cluster_8_4673740#4ca30ce3-dd0c-47a9-b05b-2d352782655e,31.523774472136203
cluster_8_4673745#4ca30ce3-dd0c-47a9-b05b-2d352782655e,304.29512238353243
cluster_8_4673750#4ca30ce3-dd0c-47a9-b05b-2d352782655e,41.485568159883464
cluster_8_4673755#4ca30ce3-dd0c-47a9-b05b-2d352782655e,1256.6955293559897
cluster_8_4673768#4ca30ce3-dd0c-47a9-b05b-2d352782655e,177.46263003349443
cluster_8_4673773#4ca30ce3-dd0c-47a9-b05b-2d352782655e,9.872660892538892
cluster_8_4673780#4ca30ce3-dd0c-47a9-b05b-2d352782655e,133.59834272768705
cluster_8_4673787#4ca30ce3-dd0c-47a9-b05b-2d352782655e,42.94659270152058
cluster_8_4673794#4ca30ce3-dd0c-47a9-b05b-2d352782655e,106.31715536409791
cluster_8_4673801#4ca30ce3-dd0c-47a9-b05b-2d352782655e,70.21360469783691
cluster_8_4673806#4ca30ce3-dd0c-47a9-b05b-2d352782655e,52.664171950771085
cluster_8_4673813#4ca30ce3-dd0c-47a9-b05b-2d352782655e,115.41283917795809
cluster_8_4673824#4ca30ce3-dd0c-47a9-b05b-2d352782655e,123.96865878088498
cluster_8_4673831#4ca30ce3-dd0c-47a9-b05b-2d352782655e,147.44727714435157
cluster_8_4673838#4ca30ce3-dd0c-47a9-b05b-2d352782655e,135.69573986525842
cluster_8_4673843#4ca30ce3-dd0c-47a9-b05b-2d352782655e,199.44507841882051
cluster_8_4673852#4ca30ce3-dd0c-47a9-b05b-2d352782655e,166.81209830585163
cluster_8_4673858#4ca30ce3-dd0c-47a9-b05b-2d352782655e,187.40536218990468
cluster_8_4673866#4ca30ce3-dd0c-47a9-b05b-2d352782655e,188.44339398769355
cluster_8_4673873#4ca30ce3-dd0c-47a9-b05b-2d352782655e,257.1005071354303
cluster_8_4673878#4ca30ce3-dd0c-47a9-b05b-2d352782655e,284.14349913368494
cluster_8_4673887#4ca30ce3-dd0c-47a9-b05b-2d352782655e,207.56290218617804
cluster_8_4673894#4ca30ce3-dd0c-47a9-b05b-2d352782655e,440.2075930343057
cluster_8_4673901#4ca30ce3-dd0c-47a9-b05b-2d352782655e,262.82386392452224
cluster_8_4673910#4ca30ce3-dd0c-47a9-b05b-2d352782655e,284.5546024642243
cluster_8_4673920#4ca30ce3-dd0c-47a9-b05b-2d352782655e,360.28922103855473
cluster_8_4673934#4ca30ce3-dd0c-47a9-b05b-2d352782655e,269.46355860966986
cluster_8_4673939#4ca30ce3-dd0c-47a9-b05b-2d352782655e,303.2666598463442
cluster_8_4673952#4ca30ce3-dd0c-47a9-b05b-2d352782655e,56.66064120750006
cluster_8_4673959#4ca30ce3-dd0c-47a9-b05b-2d352782655e,288.5889333757381
cluster_8_4673966#4ca30ce3-dd0c-47a9-b05b-2d352782655e,6.289358519109693
cluster_8_4673969#4ca30ce3-dd0c-47a9-b05b-2d352782655e,9.668511875884489
cluster_8_4673972#4ca30ce3-dd0c-47a9-b05b-2d352782655e,2.7003200271784125
cluster_8_4673981#4ca30ce3-dd0c-47a9-b05b-2d352782655e,18.446317895664443
cluster_8_4673995#4ca30ce3-dd0c-47a9-b05b-2d352782655e,897.7892395126754
cluster_8_4674006#4ca30ce3-dd0c-47a9-b05b-2d352782655e,35.71163858440724
cluster_8_4674014#4ca30ce3-dd0c-47a9-b05b-2d352782655e,8.888619727290202
cluster_8_4674022#4ca30ce3-dd0c-47a9-b05b-2d352782655e,7.089676706206187
cluster_8_4674029#4ca30ce3-dd0c-47a9-b05b-2d352782655e,5.026607278827141
cluster_8_4674042#4ca30ce3-dd0c-47a9-b05b-2d352782655e,6.677671698495424
cluster_8_4674048#4ca30ce3-dd0c-47a9-b05b-2d352782655e,30.51416359895223
cluster_8_4674059#4ca30ce3-dd0c-47a9-b05b-2d352782655e,40.202280053958006
cluster_8_4674069#4ca30ce3-dd0c-47a9-b05b-2d352782655e,17.687375444057167
cluster_8_4674079#4ca30ce3-dd0c-47a9-b05b-2d352782655e,11.521332043145097
cluster_8_4674082#4ca30ce3-dd0c-47a9-b05b-2d352782655e,778.001356437403
cluster_8_4674093#4ca30ce3-dd0c-47a9-b05b-2d352782655e,3.767396976994236
cluster_8_4674104#4ca30ce3-dd0c-47a9-b05b-2d352782655e,58.23880180605483
cluster_8_4674113#4ca30ce3-dd0c-47a9-b05b-2d352782655e,1132.1083690322782
cluster_8_4674128#4ca30ce3-dd0c-47a9-b05b-2d352782655e,68.62832882963896
cluster_8_4674139#4ca30ce3-dd0c-47a9-b05b-2d352782655e,42.49127713399092
cluster_8_4674146#4ca30ce3-dd0c-47a9-b05b-2d352782655e,27.532226966919904
cluster_8_4674155#4ca30ce3-dd0c-47a9-b05b-2d352782655e,38.94740450096962
cluster_8_4674164#4ca30ce3-dd0c-47a9-b05b-2d352782655e,11.062770189661155
cluster_8_4674173#4ca30ce3-dd0c-47a9-b05b-2d352782655e,14.918387591510385
cluster_8_4674182#4ca30ce3-dd0c-47a9-b05b-2d352782655e,11.36454974035025
cluster_8_4674192#4ca30ce3-dd0c-47a9-b05b-2d352782655e,4.483596246285037
cluster_8_4674195#4ca30ce3-dd0c-47a9-b05b-2d352782655e,2.5043809716082746
cluster_8_4674206#4ca30ce3-dd0c-47a9-b05b-2d352782655e,8.0161907237671
cluster_8_4674213#4ca30ce3-dd0c-47a9-b05b-2d352782655e,11.234109158099269
cluster_8_4674222#4ca30ce3-dd0c-47a9-b05b-2d352782655e,8.685211997467876
cluster_8_4674232#4ca30ce3-dd0c-47a9-b05b-2d352782655e,3.669618881101488
cluster_8_4674237#4ca30ce3-dd0c-47a9-b05b-2d352782655e,30.514309102169694
cluster_8_4674255#4ca30ce3-dd0c-47a9-b05b-2d352782655e,36.846582962570665
cluster_8_4674262#4ca30ce3-dd0c-47a9-b05b-2d352782655e,16.751653042735157
cluster_8_4674269#4ca30ce3-dd0c-47a9-b05b-2d352782655e,14.480569169651677
cluster_8_4674284#4ca30ce3-dd0c-47a9-b05b-2d352782655e,11.983817814610674
cluster_8_4674302#4ca30ce3-dd0c-47a9-b05b-2d352782655e,4.90296874988749
cluster_8_4674305#4ca30ce3-dd0c-47a9-b05b-2d352782655e,14.575110717388897
cluster_8_4674313#4ca30ce3-dd0c-47a9-b05b-2d352782655e,122.35127487261198
cluster_8_4674318#4ca30ce3-dd0c-47a9-b05b-2d352782655e,1918.5907267605487
cluster_8_4674329#4ca30ce3-dd0c-47a9-b05b-2d352782655e,16.30122041152952
cluster_8_4674343#4ca30ce3-dd0c-47a9-b05b-2d352782655e,27.535417350247887
cluster_8_4674354#4ca30ce3-dd0c-47a9-b05b-2d352782655e,94.16047929248222
cluster_8_4674365#4ca30ce3-dd0c-47a9-b05b-2d352782655e,1462.9404794331813
cluster_8_4674372#4ca30ce3-dd0c-47a9-b05b-2d352782655e,28.600653176178742
