,query_id,query_text_id,run_id,cluster_name,rpu,num_other_concurrent_queries,y,y_pred_mean,abs_error,q_error,target_is_lower_bound,model_source,individual_loss
53,query_34,ext_tpcds1000#065#001,1778841695519,autoslo-32-1778841695519-0,32,4,17.850753784179688,12.162660598754883,5.688093185424805,1.4676685333251953,False,lstm,0.38367509841918945
1208,query_52,ext_tpcds1000#018#002,1778834328135,autoslo-32-1778834328135-0,32,3,17.834915161132812,7.875746250152588,9.959169387817383,2.2645366191864014,False,lstm,0.8173701763153076
1860,query_45,ext_tpcds1000#047#003,1778829721533,autoslo-32-1778829721533-0,32,0,17.79404067993164,14.839202523231506,2.9548381567001343,1.1991237839145459,False,stage,0.0
2370,query_45,ext_tpcds1000#047#001,1778836931383,autoslo-32-1778836931383-0,32,0,17.770374298095703,17.770373821258545,4.76837158203125e-07,1.0000000268332654,False,stage,0.0
1782,query_13,ext_tpcds1000#038#002,1778833931287,autoslo-16-1778833931287-0,16,4,17.653095245361328,20.37657928466797,2.7234840393066406,1.154278039932251,False,lstm,0.14347505569458008
450,query_120,ext_tpcds1000#088#003,1778845281053,autoslo-16-1778845281053-0,16,0,17.651344299316406,17.65134596824646,1.6689300537109375e-06,1.0000000945497423,False,stage,0.0
55,query_88,ext_tpcds1000#014#002,1778836931383,autoslo-32-1778836931383-0,32,2,17.642433166503906,16.675729751586914,0.9667034149169922,1.057970643043518,False,lstm,0.05635261535644531
603,query_29,ext_tpcds1000#002#001,1778830455527,autoslo-8-1778830455527-0,8,1,17.63271141052246,18.846792221069336,1.214080810546875,1.0688538551330566,False,lstm,0.06658697128295898
2586,query_46,ext_tpcds1000#013#001,1778835128511,autoslo-8-1778835128511-0,8,1,17.578189849853516,9.679912567138672,7.898277282714844,1.8159451484680176,False,lstm,0.5966060161590576
2645,query_187,ext_tpcds1000#069#001,1778845281053,autoslo-16-1778845281053-0,16,7,17.549484252929688,29.88835906982422,12.338874816894531,1.7030904293060303,False,lstm,0.5324444770812988
2619,query_141,ext_tpcds1000#048#001,1778833931287,autoslo-16-1778833931287-0,16,5,17.427574157714844,18.29233741760254,0.8647632598876953,1.0496203899383545,False,lstm,0.04842853546142578
3442,query_147,ext_tpcds1000#071#002,1778839631928,autoslo-8-1778839631928-0,8,7,17.410579681396484,25.733501434326172,8.322921752929688,1.4780381917953491,False,lstm,0.3907155990600586
256,query_92,ext_tpcds1000#044#001,1778829317324,autoslo-16-1778829317324-0,16,0,17.38432502746582,14.188357019424439,3.1959680080413815,1.2252528607551931,False,stage,0.0
2492,query_106,ext_tpcds1000#046#001,1778836790029,autoslo-16-1778836790029-0,16,2,17.368030548095703,20.119997024536133,2.7519664764404297,1.1584501266479492,False,lstm,0.14708304405212402
1655,query_100,ext_tpcds1000#006#001,1778822203993,autoslo-8-1778822203993-0,8,15,17.33478546142578,69.321044921875,51.98625946044922,3.9989559650421143,False,lstm,1.386033296585083
1046,query_178,ext_tpcds1000#046#001,1778841695519,autoslo-32-1778841695519-0,32,6,17.2917423248291,11.254684448242188,6.037057876586914,1.536404013633728,False,lstm,0.4294445514678955
3443,query_80,ext_tpcds1000#018#001,1778826668997,autoslo-16-1778826668997-0,16,5,17.287508010864258,17.174074172973633,0.113433837890625,1.0066049098968506,False,lstm,0.006583213806152344
346,query_93,ext_tpcds1000#049#001,1778850918197,autoslo-8-1778850918197-0,8,3,17.249433517456055,30.02435874938965,12.774925231933594,1.7405997514724731,False,lstm,0.554229736328125
630,query_79,ext_tpcds1000#057#003,1778829317324,autoslo-16-1778829317324-0,16,4,17.179603576660156,23.051944732666016,5.872341156005859,1.341820478439331,False,lstm,0.29402732849121094
2265,query_98,ext_tpcds1000#081#003,1778830455527,autoslo-8-1778830455527-0,8,2,17.112613677978516,17.784093856811523,0.6714801788330078,1.0392389297485352,False,lstm,0.03848862648010254
1810,query_219,ext_tpcds1000#030#002,1778841575338,autoslo-16-1778841575338-0,16,4,17.083141326904297,28.50992202758789,11.426780700683594,1.66889226436615,False,lstm,0.512160062789917
2846,query_97,ext_tpcds1000#050#001,1778836790029,autoslo-16-1778836790029-0,16,1,17.005573272705078,9.435544967651367,7.570028305053711,1.8022884130477905,False,lstm,0.589057207107544
2966,query_119,ext_tpcds1000#079#001,1778841575338,autoslo-16-1778841575338-0,16,3,16.93305206298828,15.53614616394043,1.3969058990478516,1.089913249015808,False,lstm,0.08609819412231445
1372,query_6,ext_tpcds1000#089#002,1778821888613,autoslo-16-1778821888613-0,16,7,16.91850471496582,26.59206771850586,9.673563003540039,1.5717741250991821,False,lstm,0.45220494270324707
2648,query_34,ext_tpcds1000#027#002,1778824254808,autoslo-8-1778824254808-0,8,2,16.895952224731445,13.015409469604492,3.880542755126953,1.298149824142456,False,lstm,0.2609400749206543
3157,query_247,ext_tpcds1000#053#002,1778841575338,autoslo-16-1778841575338-0,16,9,16.8931884765625,11.313349723815918,5.579838752746582,1.493208408355713,False,lstm,0.4009270668029785
3509,query_136,ext_tpcds1000#003#001,1778833931287,autoslo-16-1778833931287-0,16,5,16.793926239013672,16.9810733795166,0.1871471405029297,1.011143684387207,False,lstm,0.011082172393798828
3289,query_210,ext_tpcds1000#088#002,1778845281053,autoslo-16-1778845281053-0,16,1,16.74086570739746,18.057031631469727,1.3161659240722656,1.0786199569702148,False,lstm,0.07568240165710449
2263,query_40,ext_tpcds1000#099#001,1778824254808,autoslo-8-1778824254808-0,8,3,16.73154067993164,16.377422332763672,0.35411834716796875,1.0216223001480103,False,lstm,0.021391868591308594
969,query_161,ext_tpcds1000#028#002,1778826668997,autoslo-16-1778826668997-0,16,0,16.71681785583496,16.20985120534897,0.5069666504859924,1.0312752192517785,False,stage,0.0
2003,query_7,ext_tpcds1000#081#002,1778834328135,autoslo-32-1778834328135-0,32,7,16.65924644470215,9.985872268676758,6.673374176025391,1.6682815551757812,False,lstm,0.5117940902709961
3168,query_81,ext_tpcds1000#059#001,1778845281053,autoslo-16-1778845281053-0,16,0,16.539817810058594,13.097724080085754,3.4420937299728394,1.262800904105647,False,stage,0.0
1301,query_45,ext_tpcds1000#018#001,1778850918197,autoslo-8-1778850918197-0,8,6,16.507047653198242,16.719816207885742,0.2127685546875,1.0128895044326782,False,lstm,0.012807130813598633
986,query_128,ext_tpcds1000#097#002,1778826668997,autoslo-16-1778826668997-0,16,3,16.327930450439453,29.059423446655273,12.73149299621582,1.779737114906311,False,lstm,0.5764656066894531
2965,query_53,ext_tpcds1000#087#002,1778826668997,autoslo-16-1778826668997-0,16,7,16.321306228637695,41.918800354003906,25.59749412536621,2.5683484077453613,False,lstm,0.943263053894043
2328,query_97,ext_tpcds1000#051#003,1778826668997,autoslo-16-1778826668997-0,16,3,16.30721092224121,24.809152603149414,8.501941680908203,1.5213608741760254,False,lstm,0.4196052551269531
3542,query_63,ext_tpcds1000#097#002,1778821888613,autoslo-16-1778821888613-0,16,2,16.283973693847656,24.001224517822266,7.717250823974609,1.4739168882369995,False,lstm,0.3879234790802002
2649,query_11,ext_tpcds1000#096#002,1778836931383,autoslo-32-1778836931383-0,32,2,16.260847091674805,4.888432025909424,11.372415542602539,3.3263931274414062,False,lstm,1.2018885612487793
1373,query_250,ext_tpcds1000#027#002,1778841575338,autoslo-16-1778841575338-0,16,6,16.24290657043457,20.61664390563965,4.373737335205078,1.269270658493042,False,lstm,0.23844242095947266
476,query_46,ext_tpcds1000#013#001,1778839631928,autoslo-8-1778839631928-0,8,1,16.235523223876953,9.693002700805664,6.542520523071289,1.6749736070632935,False,lstm,0.5157973766326904
347,query_29,ext_tpcds1000#002#002,1778833931287,autoslo-16-1778833931287-0,16,2,16.112173080444336,14.353903770446777,1.7582693099975586,1.122494101524353,False,lstm,0.11555314064025879
1140,query_263,ext_tpcds1000#084#003,1778850918197,autoslo-8-1778850918197-0,8,21,16.066219329833984,22.67462158203125,6.608402252197266,1.411322832107544,False,lstm,0.3445274829864502
1206,query_109,ext_tpcds1000#051#002,1778821888613,autoslo-16-1778821888613-0,16,4,16.040285110473633,29.183425903320312,13.14314079284668,1.8193832635879517,False,lstm,0.5984976291656494
50,query_179,ext_tpcds1000#056#001,1778845281053,autoslo-16-1778845281053-0,16,6,16.038433074951172,24.598590850830078,8.560157775878906,1.533727765083313,False,lstm,0.4277012348175049
1045,query_126,ext_tpcds1000#001#002,1778824254808,autoslo-8-1778824254808-0,8,8,15.981890678405762,44.238990783691406,28.257099151611328,2.7680699825286865,False,lstm,1.0181503295898438
3160,query_1,ext_tpcds1000#049#002,1778836931383,autoslo-32-1778836931383-0,32,2,15.876312255859375,8.736702919006348,7.139609336853027,1.8171972036361694,False,lstm,0.5972952842712402
1973,query_8,ext_tpcds1000#085#001,1778841575338,autoslo-16-1778841575338-0,16,7,15.862449645996094,24.991479873657227,9.129030227661133,1.5755120515823364,False,lstm,0.45458030700683594
1426,query_171,ext_tpcds1000#073#003,1778827275022,autoslo-8-1778827275022-0,8,20,15.788790702819824,28.172988891601562,12.384198188781738,1.784366488456726,False,lstm,0.5790634155273438
1813,query_195,ext_tpcds1000#057#002,1778845281053,autoslo-16-1778845281053-0,16,2,15.759575843811035,9.964990615844727,5.794585227966309,1.5814943313598633,False,lstm,0.4583702087402344
3010,query_126,ext_tpcds1000#044#001,1778845281053,autoslo-16-1778845281053-0,16,0,15.72359561920166,14.188357019424439,1.5352385997772213,1.10820411395593,False,stage,0.0
761,query_13,ext_tpcds1000#038#002,1778836790029,autoslo-16-1778836790029-0,16,2,15.723502159118652,13.92800521850586,1.795496940612793,1.1289126873016357,False,lstm,0.12125492095947266
3418,query_43,ext_tpcds1000#031#002,1778835128511,autoslo-8-1778835128511-0,8,2,15.7199068069458,15.08689022064209,0.6330165863037109,1.0419580936431885,False,lstm,0.041101694107055664
1688,query_123,ext_tpcds1000#057#002,1778823665762,autoslo-16-1778823665762-0,16,5,15.635360717773438,25.767623901367188,10.13226318359375,1.6480351686477661,False,lstm,0.49958372116088867
3622,query_120,ext_tpcds1000#088#003,1778841695519,autoslo-32-1778841695519-0,32,0,15.631649017333984,12.126770496368408,3.504878520965576,1.2890199432746896,False,stage,0.0
905,query_126,ext_tpcds1000#044#001,1778841575338,autoslo-16-1778841575338-0,16,0,15.620673179626465,14.188357019424439,1.432316160202026,1.100950107066035,False,stage,0.0
2456,query_33,ext_tpcds1000#029#001,1778830455527,autoslo-8-1778830455527-0,8,2,15.608599662780762,15.28124713897705,0.32735252380371094,1.0214217901229858,False,lstm,0.021195650100708008
161,query_1,ext_tpcds1000#028#002,1778824038818,autoslo-32-1778824038818-0,32,0,15.606441497802734,6.880458389009748,8.725983108792986,2.2682270010863115,False,stage,0.0
569,query_295,ext_tpcds1000#093#003,1778845281053,autoslo-16-1778845281053-0,16,1,15.597502708435059,14.979836463928223,0.6176662445068359,1.0412331819534302,False,lstm,0.0404057502746582
1819,query_129,ext_tpcds1000#034#001,1778830455527,autoslo-8-1778830455527-0,8,1,15.594606399536133,15.628212928771973,0.033606529235839844,1.002155065536499,False,lstm,0.002152681350708008
1727,query_295,ext_tpcds1000#093#003,1778841575338,autoslo-16-1778841575338-0,16,1,15.5906400680542,14.977865219116211,0.6127748489379883,1.0409120321273804,False,lstm,0.04009723663330078
1850,query_1,ext_tpcds1000#017#003,1778841575338,autoslo-16-1778841575338-0,16,3,15.56009292602539,9.358046531677246,6.2020463943481445,1.6627501249313354,False,lstm,0.5084729194641113
3498,query_190,ext_tpcds1000#047#002,1778836931383,autoslo-32-1778836931383-0,32,0,15.525181770324707,15.525182008743286,2.384185791015625e-07,1.0000000153568946,False,stage,0.0
2075,query_162,ext_tpcds1000#088#002,1778836790029,autoslo-16-1778836790029-0,16,1,15.511695861816406,17.70440673828125,2.1927108764648438,1.141358494758606,False,lstm,0.1322193145751953
1751,query_141,ext_tpcds1000#072#003,1778841575338,autoslo-16-1778841575338-0,16,3,15.504312515258789,17.95195770263672,2.4476451873779297,1.1578686237335205,False,lstm,0.14658093452453613
1081,query_27,ext_tpcds1000#047#002,1778841695519,autoslo-32-1778841695519-0,32,2,15.443111419677734,15.943367958068848,0.5002565383911133,1.032393455505371,False,lstm,0.03187990188598633
841,query_20,ext_tpcds1000#026#001,1778839631928,autoslo-8-1778839631928-0,8,0,15.333881378173828,15.333882093429565,7.152557373046875e-07,1.0000000466454462,False,stage,0.0
3463,query_121,ext_tpcds1000#081#003,1778850918197,autoslo-8-1778850918197-0,8,0,15.30343246459961,15.303432941436768,4.76837158203125e-07,1.000000031158837,False,stage,0.0
182,query_113,ext_tpcds1000#003#003,1778826668997,autoslo-16-1778826668997-0,16,2,15.264348030090332,12.769287109375,2.495060920715332,1.1953954696655273,False,lstm,0.17847704887390137
469,query_44,ext_tpcds1000#092#002,1778850918197,autoslo-8-1778850918197-0,8,7,15.182280540466309,17.41555404663086,2.233273506164551,1.1470973491668701,False,lstm,0.13723468780517578
3606,query_17,ext_tpcds1000#080#001,1778821888613,autoslo-16-1778821888613-0,16,2,15.131891250610352,12.754615783691406,2.3772754669189453,1.1863855123519897,False,lstm,0.17091131210327148
2755,query_52,ext_tpcds1000#024#002,1778824038818,autoslo-32-1778824038818-0,32,0,15.047235488891602,14.831555962562561,0.21567952632904053,1.0145419352408778,False,stage,0.0
1277,query_173,ext_tpcds1000#011#002,1778834328135,autoslo-32-1778834328135-0,32,1,15.038904190063477,12.689583778381348,2.349320411682129,1.1851377487182617,False,lstm,0.1698589324951172
153,query_194,ext_tpcds1000#031#002,1778845281053,autoslo-16-1778845281053-0,16,3,14.991509437561035,7.880400657653809,7.111108779907227,1.902379035949707,False,lstm,0.6431052684783936
2742,query_7,ext_tpcds1000#083#003,1778827275022,autoslo-8-1778827275022-0,8,4,14.952803611755371,14.86171817779541,0.09108543395996094,1.0061289072036743,False,lstm,0.006110191345214844
959,query_15,ext_tpcds1000#024#001,1778827099259,autoslo-32-1778827099259-0,32,1,14.867955207824707,6.346466064453125,8.521489143371582,2.3427140712738037,False,lstm,0.851310133934021
2519,query_105,ext_tpcds1000#093#003,1778829317324,autoslo-16-1778829317324-0,16,2,14.854643821716309,16.93680763244629,2.0821638107299805,1.1401692628860474,False,lstm,0.13117671012878418
3282,query_18,ext_tpcds1000#061#003,1778827275022,autoslo-8-1778827275022-0,8,10,14.838130950927734,14.524945259094238,0.3131856918334961,1.021561861038208,False,lstm,0.021332740783691406
3601,query_87,ext_tpcds1000#099#001,1778850918197,autoslo-8-1778850918197-0,8,4,14.802580833435059,18.374713897705078,3.5721330642700195,1.2413182258605957,False,lstm,0.21617388725280762
1608,query_38,ext_tpcds1000#024#001,1778836931383,autoslo-32-1778836931383-0,32,0,14.77643871307373,8.183784008026123,6.592654705047607,1.8055753546992395,False,stage,0.0
1531,query_28,ext_tpcds1000#009#003,1778841695519,autoslo-32-1778841695519-0,32,2,14.76977825164795,21.14742088317871,6.377642631530762,1.431803584098816,False,lstm,0.3589348793029785
3129,query_94,ext_tpcds1000#031#001,1778850918197,autoslo-8-1778850918197-0,8,3,14.740864753723145,14.381637573242188,0.35922718048095703,1.0249781608581543,False,lstm,0.024671316146850586
796,query_50,ext_tpcds1000#028#003,1778827099259,autoslo-32-1778827099259-0,32,1,14.70448112487793,10.70247745513916,4.0020036697387695,1.3739324808120728,False,lstm,0.31767702102661133
198,query_29,ext_tpcds1000#002#002,1778836790029,autoslo-16-1778836790029-0,16,0,14.679072380065918,10.391452312469482,4.2876200675964355,1.412610281861314,False,stage,0.0
3317,query_127,ext_tpcds1000#060#001,1778824254808,autoslo-8-1778824254808-0,8,7,14.54452133178711,14.08034896850586,0.46417236328125,1.0329660177230835,False,lstm,0.03243422508239746
519,query_154,ext_tpcds1000#075#001,1778845281053,autoslo-16-1778845281053-0,16,0,14.543450355529785,14.54344892501831,1.430511474609375e-06,1.0000000983612265,False,stage,0.0
574,query_123,ext_tpcds1000#047#003,1778841695519,autoslo-32-1778841695519-0,32,1,14.522029876708984,10.505231857299805,4.01679801940918,1.382361650466919,False,lstm,0.3237934112548828
439,query_53,ext_tpcds1000#057#001,1778821888613,autoslo-16-1778821888613-0,16,2,14.496767044067383,15.48729133605957,0.9905242919921875,1.0683273077011108,False,lstm,0.06609416007995605
568,query_39,ext_tpcds1000#018#001,1778824254808,autoslo-8-1778824254808-0,8,2,14.447094917297363,13.411937713623047,1.0351572036743164,1.0771818161010742,False,lstm,0.07434821128845215
2041,query_2,ext_tpcds1000#052#003,1778839357246,autoslo-4-1778839357246-0,4,2,14.38120174407959,6.194486618041992,8.186715126037598,2.321613073348999,False,lstm,0.8422622680664062
2069,query_10,ext_tpcds1000#044#003,1778841695519,autoslo-32-1778841695519-0,32,5,14.377886772155762,17.251998901367188,2.874112129211426,1.19989812374115,False,lstm,0.1822366714477539
56,query_33,ext_tpcds1000#029#002,1778839631928,autoslo-8-1778839631928-0,8,2,14.373887062072754,13.453564643859863,0.9203224182128906,1.0684072971343994,False,lstm,0.06616902351379395
3444,query_106,ext_tpcds1000#047#001,1778827099259,autoslo-32-1778827099259-0,32,3,14.315571784973145,16.110694885253906,1.7951231002807617,1.125396490097046,False,lstm,0.11813545227050781
1686,query_227,ext_tpcds1000#077#001,1778850918197,autoslo-8-1778850918197-0,8,9,14.27540111541748,23.154054641723633,8.878653526306152,1.6219547986984253,False,lstm,0.48363208770751953
665,query_231,ext_tpcds1000#097#001,1778845281053,autoslo-16-1778845281053-0,16,2,14.25902271270752,20.111433029174805,5.852410316467285,1.4104355573654175,False,lstm,0.3438985347747803
537,query_3,ext_tpcds1000#086#001,1778827732917,autoslo-4-1778827732917-0,4,3,14.254583358764648,11.284988403320312,2.969594955444336,1.2631455659866333,False,lstm,0.23360514640808105
597,query_6,ext_tpcds1000#097#003,1778827099259,autoslo-32-1778827099259-0,32,2,14.238317489624023,8.940072059631348,5.298245429992676,1.5926401615142822,False,lstm,0.46539306640625
1215,query_1,ext_tpcds1000#017#003,1778845281053,autoslo-16-1778845281053-0,16,1,14.20253849029541,3.97645902633667,10.226079940795898,3.571654796600342,False,lstm,1.2730289697647095
472,query_177,ext_tpcds1000#047#002,1778827099259,autoslo-32-1778827099259-0,32,2,14.162941932678223,13.555578231811523,0.6073637008666992,1.0448054075241089,False,lstm,0.04383063316345215
1470,query_28,ext_tpcds1000#051#001,1778826668997,autoslo-16-1778826668997-0,16,1,13.943458557128906,16.009050369262695,2.065591812133789,1.148140549659729,False,lstm,0.13814377784729004
1637,query_38,ext_tpcds1000#025#002,1778830455527,autoslo-8-1778830455527-0,8,0,13.9392671585083,17.065330982208252,3.126063823699951,1.224263140102875,False,stage,0.0
1980,query_72,ext_tpcds1000#046#003,1778826668997,autoslo-16-1778826668997-0,16,1,13.919646263122559,14.762483596801758,0.8428373336791992,1.0605502128601074,False,lstm,0.05878782272338867
918,query_60,ext_tpcds1000#049#003,1778850918197,autoslo-8-1778850918197-0,8,2,13.886032104492188,15.618714332580566,1.732682228088379,1.1247787475585938,False,lstm,0.11758637428283691
1759,query_72,ext_tpcds1000#046#003,1778829317324,autoslo-16-1778829317324-0,16,1,13.876242637634277,14.763420104980469,0.8871774673461914,1.0639350414276123,False,lstm,0.061974287033081055
666,query_158,ext_tpcds1000#056#003,1778841695519,autoslo-32-1778841695519-0,32,2,13.689751625061035,5.6876091957092285,8.002141952514648,2.4069430828094482,False,lstm,0.8783575296401978
2223,query_52,ext_tpcds1000#018#002,1778835128511,autoslo-8-1778835128511-0,8,5,13.685179710388184,29.342021942138672,15.656842231750488,2.1440727710723877,False,lstm,0.7627072334289551
1235,query_133,ext_tpcds1000#042#001,1778850918197,autoslo-8-1778850918197-0,8,4,13.65158462524414,3.973405122756958,9.678179740905762,3.435739517211914,False,lstm,1.2342321872711182
1564,query_148,ext_tpcds1000#080#002,1778836790029,autoslo-16-1778836790029-0,16,1,13.590560913085938,4.0553483963012695,9.535212516784668,3.3512682914733887,False,lstm,1.209338903427124
1600,query_55,ext_tpcds1000#064#003,1778841695519,autoslo-32-1778841695519-0,32,0,13.583414077758789,10.445260226726532,3.138153851032257,1.3004380726678872,False,stage,0.0
471,query_25,ext_tpcds1000#095#002,1778839631928,autoslo-8-1778839631928-0,8,3,13.566998481750488,15.269585609436035,1.7025871276855469,1.1254947185516357,False,lstm,0.11822271347045898
2691,query_64,ext_tpcds1000#093#001,1778823665762,autoslo-16-1778823665762-0,16,0,13.517985343933105,13.517985820770264,4.76837158203125e-07,1.0000000352742768,False,stage,0.0
54,query_171,ext_tpcds1000#073#003,1778826668997,autoslo-16-1778826668997-0,16,3,13.502991676330566,6.50757360458374,6.995418071746826,2.074965715408325,False,lstm,0.7299445867538452
2870,query_35,ext_tpcds1000#027#001,1778824254808,autoslo-8-1778824254808-0,8,3,13.471549034118652,22.399568557739258,8.928019523620605,1.6627315282821655,False,lstm,0.5084617137908936
1141,query_23,ext_tpcds1000#040#001,1778822197626,autoslo-4-1778822197626-0,4,16,13.468979835510254,23.9384765625,10.469496726989746,1.7773044109344482,False,lstm,0.5750977993011475
1884,query_128,ext_tpcds1000#097#002,1778829317324,autoslo-16-1778829317324-0,16,1,13.42966079711914,18.524974822998047,5.095314025878906,1.379407525062561,False,lstm,0.3216540813446045
121,query_69,ext_tpcds1000#051#001,1778834328135,autoslo-32-1778834328135-0,32,5,13.396456718444824,16.258380889892578,2.861924171447754,1.2136329412460327,False,lstm,0.1936182975769043
1795,query_190,ext_tpcds1000#049#001,1778830455527,autoslo-8-1778830455527-0,8,0,13.377274513244629,13.37727403640747,4.76837158203125e-07,1.0000000356453158,False,stage,0.0
185,query_124,ext_tpcds1000#041#002,1778830455527,autoslo-8-1778830455527-0,8,1,13.342692375183105,2.015395402908325,11.32729721069336,6.620384216308594,False,lstm,1.890153408050537
3163,query_143,ext_tpcds1000#093#001,1778826668997,autoslo-16-1778826668997-0,16,1,13.318242073059082,15.402053833007812,2.0838117599487305,1.1564630270004272,False,lstm,0.14536619186401367
1881,query_80,ext_tpcds1000#002#001,1778824254808,autoslo-8-1778824254808-0,8,2,13.287008285522461,17.97820472717285,4.691196441650391,1.3530664443969727,False,lstm,0.30237340927124023
437,query_240,ext_tpcds1000#070#001,1778841575338,autoslo-16-1778841575338-0,16,10,13.27083683013916,16.525907516479492,3.255070686340332,1.2452800273895264,False,lstm,0.2193603515625
2072,query_186,ext_tpcds1000#044#002,1778826668997,autoslo-16-1778826668997-0,16,2,13.233670234680176,14.795923233032227,1.5622529983520508,1.1180514097213745,False,lstm,0.1115872859954834
1883,query_66,ext_tpcds1000#079#001,1778829317324,autoslo-16-1778829317324-0,16,1,13.232150077819824,13.636435508728027,0.4042854309082031,1.0305532217025757,False,lstm,0.030095815658569336
763,query_82,ext_tpcds1000#047#001,1778841695519,autoslo-32-1778841695519-0,32,2,13.22343921661377,13.720077514648438,0.49663829803466797,1.0375573635101318,False,lstm,0.03686928749084473
2143,query_83,ext_tpcds1000#064#001,1778829721533,autoslo-32-1778829721533-0,32,1,13.181373596191406,6.592391014099121,6.588982582092285,1.9994829893112183,False,lstm,0.692888617515564
3325,query_22,ext_tpcds1000#094#003,1778829317324,autoslo-16-1778829317324-0,16,1,13.180298805236816,3.9051506519317627,9.275148391723633,3.3751063346862793,False,lstm,1.2164268493652344
1464,query_177,ext_tpcds1000#046#002,1778833931287,autoslo-16-1778833931287-0,16,2,13.167098045349121,15.58232307434082,2.415225028991699,1.1834287643432617,False,lstm,0.16841602325439453
1877,query_132,ext_tpcds1000#010#001,1778841575338,autoslo-16-1778841575338-0,16,4,13.135212898254395,9.024495124816895,4.1107177734375,1.455506682395935,False,lstm,0.3753540515899658
2008,query_86,ext_tpcds1000#093#002,1778821888613,autoslo-16-1778821888613-0,16,1,13.116674423217773,14.888664245605469,1.7719898223876953,1.135094404220581,False,lstm,0.12671589851379395
1342,query_84,ext_tpcds1000#079#002,1778821888613,autoslo-16-1778821888613-0,16,1,13.098282814025879,13.932090759277344,0.8338079452514648,1.0636577606201172,False,lstm,0.06171369552612305
126,query_5,ext_tpcds1000#072#002,1778836931383,autoslo-32-1778836931383-0,32,1,13.059118270874023,5.980011940002441,7.079106330871582,2.1837947368621826,False,lstm,0.7810640335083008
3615,query_8,ext_tpcds1000#038#002,1778829317324,autoslo-16-1778829317324-0,16,1,13.052902221679688,11.23563289642334,1.8172693252563477,1.1617416143417358,False,lstm,0.14992022514343262
1972,query_172,ext_tpcds1000#012#003,1778850918197,autoslo-8-1778850918197-0,8,9,13.033858299255371,7.872708797454834,5.161149501800537,1.6555747985839844,False,lstm,0.5041482448577881
447,query_53,ext_tpcds1000#057#001,1778823665762,autoslo-16-1778823665762-0,16,1,13.015921592712402,11.436025619506836,1.5798959732055664,1.1381508111953735,False,lstm,0.12940478324890137
1406,query_43,ext_tpcds1000#031#002,1778839631928,autoslo-8-1778839631928-0,8,1,13.0061616897583,10.604000091552734,2.4021615982055664,1.2265335321426392,False,lstm,0.2041919231414795
972,query_236,ext_tpcds1000#079#003,1778845281053,autoslo-16-1778845281053-0,16,0,12.98703384399414,16.080434441566467,3.0934005975723267,1.2381914634805447,False,stage,0.0
1028,query_238,ext_tpcds1000#046#002,1778845281053,autoslo-16-1778845281053-0,16,0,12.975335121154785,12.975335836410522,7.152557373046875e-07,1.0000000551242592,False,stage,0.0
2494,query_143,ext_tpcds1000#093#001,1778829317324,autoslo-16-1778829317324-0,16,1,12.969656944274902,15.40330982208252,2.433652877807617,1.1876420974731445,False,lstm,0.17196989059448242
3001,query_78,ext_tpcds1000#024#002,1778827099259,autoslo-32-1778827099259-0,32,4,12.960328102111816,17.235464096069336,4.2751359939575195,1.3298633098602295,False,lstm,0.2850761413574219
3124,query_81,ext_tpcds1000#071#001,1778830455527,autoslo-8-1778830455527-0,8,6,12.941795349121094,13.74853229522705,0.806736946105957,1.062335729598999,False,lstm,0.0604701042175293
1880,query_20,ext_tpcds1000#096#001,1778824254808,autoslo-8-1778824254808-0,8,2,12.92382526397705,13.689885139465332,0.7660598754882812,1.0592750310897827,False,lstm,0.05758476257324219
2839,query_83,ext_tpcds1000#064#001,1778834328135,autoslo-32-1778834328135-0,32,3,12.923547744750977,9.977604866027832,2.9459428787231445,1.2952555418014526,False,lstm,0.25870800018310547
358,query_184,ext_tpcds1000#046#001,1778826668997,autoslo-16-1778826668997-0,16,0,12.828287124633789,12.59350311756134,0.23478400707244873,1.018643264299117,False,stage,0.0
2078,query_128,ext_tpcds1000#097#002,1778836790029,autoslo-16-1778836790029-0,16,1,12.802032470703125,18.525178909301758,5.723146438598633,1.447049856185913,False,lstm,0.36952686309814453
1719,query_56,ext_tpcds1000#075#001,1778836931383,autoslo-32-1778836931383-0,32,2,12.78538703918457,11.798909187316895,0.9864778518676758,1.08360755443573,False,lstm,0.08029580116271973
2940,query_52,ext_tpcds1000#059#003,1778841575338,autoslo-16-1778841575338-0,16,2,12.722877502441406,14.800212860107422,2.0773353576660156,1.1632755994796753,False,lstm,0.15123987197875977
504,query_31,ext_tpcds1000#045#002,1778841575338,autoslo-16-1778841575338-0,16,5,12.722343444824219,5.965721607208252,6.756621837615967,2.1325740814208984,False,lstm,0.7573297023773193
1971,query_107,ext_tpcds1000#029#002,1778822203993,autoslo-8-1778822203993-0,8,9,12.698393821716309,25.745086669921875,13.046692848205566,2.02742862701416,False,lstm,0.706768274307251
1334,query_102,ext_tpcds1000#074#003,1778841695519,autoslo-32-1778841695519-0,32,3,12.659704208374023,17.625539779663086,4.9658355712890625,1.3922553062438965,False,lstm,0.33092498779296875
973,query_55,ext_tpcds1000#079#001,1778823665762,autoslo-16-1778823665762-0,16,0,12.650932312011719,12.65093207359314,2.384185791015625e-07,1.00000001884593,False,stage,0.0
